"","genes","QEp","pval","tau2","I2","num_exp","qval"
"6003","SEPT4",0.000387775341874978,0.148568940896261,0.0189531077079864,77.2535157042149,5,0.669404948123066
"6004","PRRC2C",4.69973218895572e-10,0.141407308440478,0.041320931727189,91.039838187459,5,0.660275271986756
"6005","MLXIP",0.00136726759418246,0.793992868701941,0.0110411072799069,78.2041090620582,6,0.961960592086567
"6006","ARID5B",8.58646320227315e-07,0.0654267282474854,0.0472314171994039,87.8873412697545,5,0.505983043188646
"6007","IGF2-AS",0.0131145455537876,0.952621589033655,0.0139983366072695,66.8902428014813,5,0.99242904812963
"6008","CDY1 /// CDY1B /// CDY2A /// CDY2B",0.000657711317970435,0.76957537739487,0.0374435508882192,87.7078497240299,3,0.956188959488848
"6009","LOC101929240 /// SNRNP200",0.00201145656209147,0.778703908118137,0.0366782573108616,84.5524664594564,3,0.957924058112876
"6010","PARP8",0.00453609926097744,0.502985858850426,0.0149071507697489,73.4616805204752,6,0.88640340681591
"6011","PTEN /// PTENP1",0.279707125361282,0.00464630308953061,2.15226190236906e-06,0.0285148837370349,3,0.130765505049471
"6012","PSORS1C1",0.144184526697504,0.464856173733081,0.00760784396191905,41.9721190696053,6,0.875821946276708
"6013","MYT1L",0.0134938511909289,0.876837230165734,0.00649853289458165,65.6707477722822,6,0.979932002084065
"6014","SLIT3",5.28931510753705e-11,0.0105584946176555,0.0764182749168545,93.1287296301525,6,0.208768413665503
"6015","ZNF287",0.00822477132298969,0.969025157940904,0.00878388089922203,67.741388979603,6,0.994587322249246
"6016","NOC3L",0.0195821684386444,0.28852798384438,0.0115514028188877,70.8902557988499,6,0.796309246958159
"6017","SLC22A8",0.0136265996877535,0.628551063184182,0.0140338631261411,67.5402615579675,6,0.922284253151246
"6018","EPB41L4A",0.00034218224194433,0.321680599810779,0.021394438589765,78.2623764852534,6,0.813643666645395
"6019","EEF1E1",1.5928208366219e-08,0.801977001379971,0.0332680037956834,89.7103642193984,6,0.964021164591947
"6020","ASB13",0.000162780748151743,0.75493481204499,0.0167078438129935,80.9160159134201,6,0.954467288140677
"6021","ZNF507",0.00250952957384331,0.603800276927575,0.0277334151635729,83.472814008546,6,0.918592180801341
"6022","SPECC1L",5.63890071403355e-09,0.512874414240356,0.0398181493271122,89.5574624108248,6,0.88965172389181
"6023","C1orf106",2.84132981371195e-07,0.766483320348794,0.059805048466145,87.5030309311561,5,0.95602190830928
"6024","ACTR3",0.0298512418856445,0.480737454112779,0.0106211280696124,67.5440297681635,6,0.880402069492836
"6025","DOCK10",1.69189580276058e-05,0.0448578977764674,0.0349718392150664,81.1939098948994,6,0.433030136895169
"6026","CCDC69",4.82123015980058e-18,0.926941696579844,0.0840258468937968,94.2390207384819,6,0.989453797861797
"6027","CLDN18",2.17828446017663e-10,0.279019131112078,0.209890620910712,89.2555424125694,6,0.790387260782186
"6028","KAZN",0.000408207757097046,0.772191882900281,0.0464242186694663,86.5887768852152,5,0.956452314596022
"6029","DDX31",0.0228217086869548,0.0319626047503374,0.0038772683831351,59.2783785379478,6,0.364468971698249
"6030","SPRR3",0.00250854114360801,0.805349138337043,0.0229470034368802,70.5824366860553,6,0.964464582843605
"6031","GS1-124K5.9",0.0922632923311765,0.44920218537547,0.00769140948145208,57.9709565760626,3,0.870883664531473
"6032","OR2F2",0.38307188658695,0.107543282535358,0.000761494638813366,15.041795249136,5,0.606000464168241
"6033","PVRL1",0.038472258651744,0.473162046683471,0.00725022512068473,61.2037298863482,5,0.877490796047047
"6034","EGLN1",7.93324718674933e-05,0.575161644395473,0.0165848018264571,84.3816488018542,6,0.911083017333967
"6035","TP53AIP1",0.0225437370898611,0.788555867374371,0.00844060832523771,62.1963406278573,6,0.960685635155938
"6036","KCNK3",0.00162701665084141,0.451598574590233,0.0491622543852441,76.5917793246522,6,0.871256756886928
"6037","MBNL1",0.00747619455869363,0.465212200812939,0.0070575060972726,70.3319195344108,6,0.875991736948563
"6038","MAGEH1",0.0285788998154179,0.77216137490486,0.00641085417859694,61.5123186438319,6,0.956452314596022
"6039","RNF216",0.000203147655599677,0.0799782012981132,0.00922071116970306,78.2828322135751,6,0.546483508228448
"6040","RANBP6",0.00557326232861466,0.864629370435511,0.0154369258043922,76.0307177412339,5,0.97813162636613
"6041","SIRT2",0.15361044542061,7.38229480600013e-05,0.00219518267824252,38.2828257547799,6,0.00900877944232107
"6042","PSMD3",2.34421027503228e-05,0.726813251107732,0.0222291634454147,86.3799020255731,6,0.948856666906333
"6043","ABCA1",6.36529987658797e-05,0.640032287821146,0.0416439687321323,82.8755742788977,6,0.925362542314016
"6044","CABIN1",0.0806421317368345,0.512781316615902,0.0013833510857642,30.2482493159515,6,0.88965172389181
"6045","FAM182B /// FAM27B /// FAM27C",0.16727419864526,0.209502504593199,0.00260850758984509,43.6332845953038,3,0.732620690817356
"6046","PLTP",9.52519113087754e-06,0.30197553544874,0.0994082531376359,83.6516643361386,6,0.802393213112423
"6047","GSC2",0.0897921299885079,0.503044297444689,0.00580376735303206,52.4558607858782,6,0.88640340681591
"6048","PTGES",0.000682800441642436,0.287478360374851,0.0192540891569,71.3118940969334,6,0.79576046815602
"6049","MAPK13",0.373726644332613,0.196142679564207,1.99357667564984e-05,0.427457865100353,6,0.720842143920131
"6050","SEPT11",0.396362085241414,0.000555541627407656,0,0,5,0.0351211108959054
"6051","OSGIN2",0.0314239541915653,0.323374110777611,0.0060486154418857,61.3208644864122,6,0.81474520223711
"6052","LOC102724364 /// SEC22B",0.471146297775149,0.0194443009308983,0,0,3,0.284911163227502
"6053","ANGPTL2",0.268477430177767,0.0831040467950182,3.12779103314138e-07,0.00302225719147351,6,0.556100896093684
"6054","KALP /// KALP",0.0173715439912188,0.846603340913797,0.0259485535695686,75.6551144519706,3,0.974472884274525
"6055","SEP15",0.0213216887127508,0.771466518829426,0.014144229912555,77.1515444026102,5,0.95640420616374
"6056","GOLGA7",0.0209774631492495,0.433737013522009,0.00590008288889065,70.8776829681258,6,0.864944725925572
"6057","GREB1",0.00263610153085686,0.469651005810825,0.0145131737926943,73.5435688406325,6,0.876870170145677
"6058","XPNPEP2",0.00224278645684469,0.600313092123998,0.0325454041197472,82.9612987550619,6,0.917452757523086
"6059","ADCK4",0.375881747781968,5.10701491223739e-05,0.000381372512384209,8.77435367730403,5,0.00671635510526035
"6060","OBP2A /// OBP2B",0.594386356473273,0.00208996692577004,0,0,3,0.0818506348410491
"6061","PDE4DIP",8.28946743596108e-11,0.879272600439066,0.0485125865866094,91.18496136418,6,0.980138506499438
"6062","AGGF1",0.000287277036394893,0.973173034778231,0.0179417738372468,85.2123661707477,6,0.995444207304712
"6063","FBXW2",2.29932017025592e-12,0.955196827506303,0.0386335500727169,93.720933573496,6,0.992497672322218
"6064","FLOT1",6.34736832172701e-05,0.916153366115072,0.0203855823180304,86.9088265149179,6,0.988102129617778
"6065","PRRC2B",1.11503694523741e-17,0.488615813669107,0.0447730859730993,93.0027206481108,5,0.882620105639319
"6066","TMA7",0.0454454746873711,0.845438469889514,0.0140578659026883,66.8482953774104,4,0.974325343525777
"6067","ACSL3",9.95147490139865e-09,0.732501238423169,0.0476013294023393,91.5981552842775,6,0.950159654802396
"6068","CCNE2",0.0525033834277115,0.0608014536274778,0.00537595903029368,52.2940520988099,6,0.491135257836356
"6069","PHLPP1",0.000152408684023767,0.1844207899695,0.0140897858565596,77.686184938672,6,0.707407709101375
"6070","NUP43",0.00762716010199881,0.767001732015132,0.0159818058752303,81.3459740588961,6,0.956077106156867
"6071","IFT74",0.0233624099287975,0.45395468346566,0.00650078654895342,57.1210465401187,6,0.871678973274683
"6072","NDFIP1",0.000361540740590491,0.866894742152166,0.014622273358708,83.8155265103603,6,0.97813162636613
"6073","THUMPD1",0.025825959080703,0.125361807249995,0.00255658850821821,38.7972243558208,6,0.639877493530133
"6074","UBAP1",0.0252108088340803,0.195082787830119,0.00503098786274036,59.5932403226848,6,0.718450958465114
"6075","UTY",5.00586834302517e-05,0.391625021999965,0.183958279894028,96.0617565149114,6,0.849337859539124
"6076","PREX2",0.282755976728297,0.00552772659929624,1.76013625911676e-07,0.00359916971775147,6,0.142922591259717
"6077","GABARAP",2.3184420690321e-12,0.681193242185967,0.0294620528478189,89.546585197482,6,0.936318392854049
"6078","CTSF",1.78289703075978e-14,0.386032818728574,0.0959968783359358,94.1299119524351,6,0.845612708514525
"6079","STX6",0.00261633836330004,0.904053787326708,0.00962633220858019,77.6708689290147,6,0.986252296313235
"6080","BAIAP2",0.00723291791045845,0.000910702785302094,0.0156788045816879,71.0924951628357,6,0.0486845619052027
"6081","MRC2",9.06538522550558e-14,0.377507847504443,0.0697297204914368,92.4792118427678,6,0.841990208776937
"6082","OBSL1",0.00124702787671603,0.238991342863108,0.0301878557847806,84.7493704619062,6,0.75882422648264
"6083","RP11-217B7.2",0.0402986415974273,0.742031516174606,0.0102395433069047,67.5718003655,3,0.952176200210804
"6084","KLHL24",0.00704739041179495,0.864831265527591,0.0132019962604859,69.7372392358414,6,0.97813162636613
"6085","KCTD13",0.0274473552603121,0.310467241890743,0.00603341922092251,60.325791915633,6,0.809311707877435
"6086","TMCC1",7.35428623539626e-11,0.722083447830962,0.0238044592066317,90.5196196971171,6,0.947065775113892
"6087","GMPPA",2.80750899221909e-07,0.596308008007027,0.0338970980461696,87.5831489537379,6,0.916222414756885
"6088","DUX1 /// DUX3 /// DUX5",0.324232022913082,0.0279963014404146,0.000736370607069383,18.7542506545224,3,0.342021140947119
"6089","BRAP",5.00389541989686e-08,0.795283266875755,0.0211656467310434,91.1504780701159,6,0.961960592086567
"6090","CACNG4",3.07979148629968e-09,0.914122250817406,0.0536706231754204,89.7011826558701,6,0.988102129617778
"6091","SUCLA2",0.0023121629525266,0.753342684672349,0.0218063534513651,83.9820540054777,6,0.95445939337662
"6092","MLLT4",0.32509692965833,8.63934219968879e-09,6.99602986734686e-07,0.00773537599269431,5,8.76481836020808e-06
"6093","MCF2L-AS1",0.000694149327438242,0.0740176159331599,0.0177672420287596,79.9224608253248,4,0.533322847169579
"6094","SLC16A5",0.000379187511621955,0.00240319505792376,0.0150950011674764,74.3393976621346,6,0.0895726294895077
"6095","DUOX1",6.9086763200853e-09,0.207123695879561,0.21825033087091,90.9742112919588,6,0.731600814007635
"6096","CCL15 /// CCL15-CCL14",0.578189380694662,0.00949717212127046,0,0,3,0.200052893923447
"6097","ANKLE2",2.88525314984872e-05,0.90611001802787,0.0240370261793883,86.9207943123274,5,0.986804251931885
"6098","GIPC1",0.00353077032756279,0.208985443290687,0.0188221852349695,80.4469806285985,6,0.732522537273935
"6099","BACE2",5.60026553445894e-08,0.674215963006003,0.0678339551644306,87.2239825794789,6,0.93369599062084
"6100","CHFR",1.70377794821167e-06,0.13002435631948,0.0160152646760058,84.2549742810636,6,0.646933421622261
"6101","FEM1B",0.0114219497439663,0.156634509326313,0.00762857277896205,73.1717015344943,6,0.677832927547251
"6102","OGFOD3",0.0536353180391899,0.9622706233234,0.0104882417626692,65.4591945162477,4,0.993909504782923
"6103","ALOX15B",1.44631388006942e-12,0.994893754391803,0.210494931921292,90.5772872013737,6,0.999670978503539
"6104","GALNT11",0.0236715718549121,0.261265127548353,0.00153574502143662,38.9562771892474,6,0.775360743444223
"6105","P2RX5-TAX1BP3 /// TAX1BP3",0.0417053039264247,0.633399471640306,0.0469580997705862,76.2370850231124,3,0.923421374396549
"6106","SMIM7",0.00118057932579296,0.76049328688581,0.0722360146106737,91.324595176693,4,0.955483983297897
"6107","ING2",0.00975810693994645,0.347286625690898,0.00860466109555366,70.0543175398806,6,0.825314172933026
"6108","FLJ10038",0.0347829415293935,0.166431517442368,0.00820578935928241,64.5599707435184,5,0.689580606594642
"6109","PTGER1",0.117587030689157,0.0794512485889605,0.00711831827172173,44.8439025819714,6,0.544744737492234
"6110","SIGLEC8",0.000554907511221107,0.556505194516179,0.0160709213073171,76.4665285885428,6,0.906463006530006
"6111","PARK2",0.0148183252692084,0.813976163695862,0.00674365445818086,69.6818016448706,5,0.96697681317834
"6112","MAFF",9.37643671219185e-05,0.377044546496607,0.130388142673874,82.9602321611941,6,0.841859965593505
"6113","PDS5A",0.0426745474291426,0.495311963815611,0.00418879649726981,54.4226555371017,6,0.884544615629096
"6114","USP39",1.14951767290639e-10,0.681168235469994,0.0189677543008955,92.6239628682055,6,0.936318392854049
"6115","SNAI2",2.40342365190811e-05,0.61274107547661,0.0739031358513248,84.4172530015737,6,0.920913769209224
"6116","SYBU",1.84465250071068e-07,0.56343224630473,0.0807823190780644,86.5909000256907,6,0.908029665441277
"6117","GTF3A",8.11330638218779e-12,0.469583377548622,0.0481556934986156,91.9278147335164,6,0.876870170145677
"6118","APIP",0.0318455975680972,0.763932324005189,0.0103358662765175,60.9998122376398,6,0.955730030430072
"6119","SPDEF",8.90703923024903e-08,0.408796246762638,0.0885220655161829,94.130814852625,6,0.856091989495156
"6120","PGPEP1",7.61217335512684e-06,0.287103558386193,0.0236201784505055,86.8971020135723,6,0.79576046815602
"6121","BAI3",0.000758284824449785,0.452169805984096,0.0380272577596592,88.7256667063211,5,0.871413633332534
"6122","H2AFY2",0.0357332887908367,0.00752153532855327,0.00493568059050463,58.2419517159788,5,0.174560250735106
"6123","FAM184A",6.70116582584953e-12,0.759350294664165,0.0855761044207784,91.0700109337567,6,0.955071611536693
"6124","PLBD1",0.0339952639941774,0.52941652996876,0.0227401381684916,61.476277025361,6,0.898097428781603
"6125","USP53",0.0310131449257261,0.528759330808847,0.00946835552466008,59.87846657995,6,0.897769966758247
"6126","GRIN2D",0.105528245000889,0.742777660370284,0.00642257812772888,44.5477875354131,6,0.952328623341377
"6127","HMGB3P1",0.141692268691454,0.33246462880413,0.00646983715503082,45.189928656295,4,0.818793590886372
"6128","FAM13B",8.78711376405981e-05,0.55709338654761,0.0183735987167375,82.5422764890999,6,0.906463006530006
"6129","XIAP",8.62156897811232e-07,0.913721249454209,0.0250091052994486,83.2918704435958,6,0.988102129617778
"6130","N4BP3",0.29721136000383,0.676938068000372,0.00192744262809423,28.1775564894656,6,0.934724381405694
"6131","PLIN3",0.195326608202977,0.267200650402326,0.00187202510566403,27.9981082807463,6,0.780143875129719
"6132","POM121L9P",0.00114780991243042,0.472389531283746,0.0204314858480216,73.4884707382172,6,0.877490796047047
"6133","NLGN4X",8.67076222750536e-05,0.185526280113683,0.0492356198975444,83.9483726577341,6,0.708046876134152
"6134","MCCC2",5.83306634593159e-10,0.682963106030898,0.0255078670732423,90.6080169950144,6,0.936792598867713
"6135","GAB2",5.05195933590935e-11,0.582259015811948,0.0386339338312893,90.7668400324875,6,0.912046052655885
"6136","KCNK2",5.658970403367e-05,0.287558798773459,0.101478414247484,93.0502355219163,6,0.79576046815602
"6137","IL1RAP",7.35871104312039e-12,0.848644270261837,0.136355700773166,94.4127110603565,6,0.97520853171135
"6138","DIRAS2",0.126944473367266,0.55506000655598,0.00311079623276856,48.8715015251666,6,0.906390125283881
"6139","RPL22",1.8125593614659e-13,0.645806445861764,0.0264962810835219,90.086329906893,6,0.926771183226006
"6140","MTF2",6.66321937387336e-05,0.851937419755474,0.0183217032444489,84.6950866237251,6,0.976038700026117
"6141","GMFG",7.70120384245791e-06,0.0912856814068856,0.0342004942013601,85.4711451951774,6,0.578194650496845
"6142","COLGALT2",0.0708436153684468,0.931518405706424,0.0230001111545981,59.7599897347593,4,0.989924163685922
"6143","OR2J3",0.148753155792664,0.789685690434191,0.00501534146421673,45.9096553175274,6,0.960946632093925
"6144","NFE2L3",0.0286439758922636,0.754428358810715,0.00799580543203982,59.6820899125401,6,0.95445939337662
"6145","API5",0.0059809571881431,0.771544572672107,0.00845436007459704,69.508894322678,6,0.95640420616374
"6146","GNG10",7.31330706791714e-07,0.589140194153269,0.0266684237139304,85.1336228622717,5,0.914585846654274
"6147","CYP2B7P",0.179811889564281,0.25508595133901,0.0136287455701376,39.3661514052089,4,0.771757232758206
"6148","SCN10A",0.0689766924831516,0.476242391372502,0.00918741642074529,58.9660471392939,6,0.877490796047047
"6149","DDAH1",1.53516637444211e-06,0.767325791667411,0.0474837297655724,88.3986598072261,6,0.956183891412189
"6150","SLC17A3",0.0252094375099004,0.769685080464596,0.0106788033821414,64.5524069041319,6,0.956188959488848
"6151","TMEM39A",1.63813867038518e-06,0.66327713484729,0.0225162427315778,90.5145443580822,6,0.931463818433419
"6152","WDR96",0.232513895623702,0.0140071491963331,1.4903138225315e-06,0.0138887728880746,4,0.242271454986749
"6153","MMP24-AS1",0.36968697448623,0.00464072593300552,1.98229779135853e-07,0.00361536474203015,3,0.130765505049471
"6154","IPO4 /// TM9SF1",0.0298844914978047,0.85239956143065,0.0202629135376799,75.1086995152837,3,0.976154786264446
"6155","FOXC1",0.0181229110748572,0.0108007609981024,0.0259016330536081,61.3368983185462,6,0.211733617292887
"6156","DIP2C",3.65915325532683e-07,0.479877592176984,0.0285569156403483,85.063750302656,6,0.880402069492836
"6157","MTMR9",1.07519881055036e-05,0.468702348954252,0.0183037245287255,82.310173765152,6,0.876870170145677
"6158","SLC41A3",8.3933344355177e-05,0.921508430668501,0.0114531045291797,83.0546625179709,6,0.98926398950425
"6159","ZNF862",0.0992924686397491,0.0835414563412861,0.00319716325339804,42.6794867313837,6,0.557422714485155
"6160","TSSK1B",0.239018088089247,0.348005217309252,0.00164179895811042,21.8805307528447,6,0.825640440397953
"6161","ELP4",0.00692563580049527,0.707521001909267,0.00766640933252099,74.7538602269763,6,0.94199068526915
"6162","RWDD1",0.0327995112344494,0.0443217494310024,3.131393489723e-06,0.102524853165603,6,0.430389640668872
"6163","METTL7A",1.36927814090964e-09,0.667108897575808,0.0576381482698344,92.4629801886227,6,0.933043500315606
"6164","TSPAN12",0.0128809736475547,0.0534284974462552,0.0274965609188558,67.8404728841205,6,0.466705263670548
"6165","TBL2",0.00115651308411163,0.756473008792831,0.00770837707898118,79.8059623314423,6,0.954684839699966
"6166","CA12",0.00232844347048489,0.764299466346555,0.0369993489965368,76.1931932881132,6,0.95587549328013
"6167","SP3P",0.0276985456702631,0.786695188438123,0.00801049162720745,70.8289279086864,4,0.960272017657621
"6168","TCEAL4",1.33549722859105e-17,0.363967079784542,0.0843212474587042,95.2379048220724,6,0.834151191299057
"6169","RGL1",0.00122635166164939,0.236056244386114,0.0143434734767999,76.5903784227112,6,0.756020576829393
"6170","MUSK",0.00089461721481401,0.368395934400842,0.0327376354458216,86.1720804272598,6,0.836433494408743
"6171","MAU2",0.043470716019768,0.0101172994085796,0.00443279711996004,57.7016464576072,6,0.205007512957231
"6172","PKNOX2",0.00267662323016518,0.291782329708474,0.0236000296650576,75.7546536899134,6,0.799011197447672
"6173","ASPM",0.0708125019050373,0.713958863662575,0.00731930164367882,50.2116099906901,6,0.944482681796408
"6174","ZNF204P",0.000369905576860329,0.767181534383155,0.0349589239881536,83.2272214524061,5,0.956171907688845
"6175","ALOX12B",0.263243616735262,0.341972743061804,0.00194898118912132,24.826219419379,6,0.821853275908825
"6176","TRMT112",0.000535586310763238,0.561600686423386,0.0154295450674425,84.2949868585998,6,0.907564856205692
"6177","DOT1L",0.0137851541853515,0.108080143299762,0.00821860644253834,64.765356825604,6,0.606438623387261
"6178","SPRY1",0.348307176561765,0.000166359288744194,1.57728806479676e-06,0.016482718058747,6,0.0154747694215645
"6179","EPS15P1 /// EPS15P1",0.171397659077136,0.22124594017313,0.00231644946128506,40.3876219934078,3,0.74436607265729
"6180","MRPS2",2.89448425302926e-09,0.16188630839453,0.0368316539309161,91.4266562779054,6,0.68663902057445
"6181","SLC22A17",0.000453885935412819,0.509468923928801,0.0197935165883963,80.2407292470559,6,0.88770267706379
"6182","DPEP2",1.61017859148141e-06,0.964105580283159,0.0587621664048388,86.197057651209,6,0.993949557796
"6183","TMOD2",0.000165876312567287,0.843733623110767,0.0246266766998129,83.6437635349386,6,0.973997901465357
"6184","CHEK1",0.0464494238084675,0.843864778663269,0.00584919290262159,54.2356716018173,6,0.973997901465357
"6185","BCL2L2-PABPN1 /// PABPN1",0.167549591959864,0.337422767164063,0.0150198847813732,44.1002294760039,3,0.819822130390975
"6186","KIF18A",0.0151453703610187,0.762014778808119,0.00905503205255877,64.6982803869167,6,0.955658397840062
"6187","ANAPC5",0.0101206762750042,0.43149874433659,0.00472963231857736,69.7643046787469,6,0.863487414265639
"6188","ALX4",0.189570560246458,0.462696173145242,0.00314996427090619,35.271148904765,6,0.875133380820491
"6189","ARL14",0.285171540822167,0.32764294438733,0.00243508250837456,33.4070159112003,6,0.817763932775547
"6190","EEF1A1P42",0.0850526841050095,0.45799483719069,0.015872557132915,66.207926629439,3,0.873395990543112
"6191","DKC1 /// MIR664B /// SNORA56",0.00457636251314348,0.68693277705758,0.0243340753599129,80.3763780442703,3,0.938087482546743
"6192","IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31",0.131499018866285,0.174292687230561,0.0504720842331227,53.9258447390753,3,0.69814773809728
"6193","SMC2",0.00491134406089138,0.751196314673182,0.0134010626300511,69.8261152329103,6,0.953861009756692
"6194","GPR25",0.0504392644400173,0.293740073587346,0.00664098578299493,51.9909015578708,6,0.799277424276164
"6195","CDHR5",1.37635375894928e-05,0.892726714865944,0.0430677938521871,86.0354547975623,6,0.982871306920518
"6196","USO1",0.0276619658557581,0.47272440119246,0.00761602915042654,65.6831452088366,6,0.877490796047047
"6197","ANKEF1",0.213549381518128,0.373034438626098,0.00264360575397713,34.0827148284013,4,0.838821136145053
"6198","THOC7",3.77043448287637e-07,0.470495193220404,0.0217156482297674,84.9461683465675,6,0.877099815089974
"6199","PRSS21",0.0167510690256602,0.509544222555765,0.0366309780514569,60.7924121883703,6,0.88770267706379
"6200","CASK",0.000472104815597053,0.206347458419556,0.0160305113080398,79.0946772879836,6,0.730392523945612
"6201","MTMR12",1.60454695271527e-09,0.822018123632997,0.0223106262699038,89.7332966203703,6,0.969523248374783
"6202","GOLPH3",0.129085759798595,0.988005174090217,1.15790702399904e-06,0.0563267578228276,6,0.998361327736296
"6203","NHP2",1.56032041690389e-06,0.501202889390271,0.0173263970220284,86.7543610521955,5,0.886037583609317
"6204","CEP170 /// CEP170P1",0.744481840760833,0.00990369592446565,0,0,3,0.203809350698221
"6205","DZIP1",0.00217733462355389,0.858466362128869,0.015655877753659,73.1016791179936,6,0.977700246400389
"6206","GCOM1 /// POLR2M",0.00652458944661157,0.79022221871914,0.0250598379068895,81.6353819697745,3,0.961184234086736
"6207","GPD1",3.71535219410363e-24,0.402880393392303,0.262756398368583,95.7562053557231,6,0.854088594495486
"6208","MPP5",5.13593568596099e-08,0.725558998601023,0.0391543033589242,88.4271105221229,6,0.948694885552645
"6209","ING1",0.0902598598428575,0.80862773318059,0.00252084880173134,44.0610621207168,6,0.964843823411955
"6210","CTDSPL",2.39936797753049e-05,0.862653367489385,0.0359993491776668,85.6947515048099,6,0.97813162636613
"6211","MTRR",0.000347185198136174,0.440236908318193,0.0345334078783195,81.839328602572,6,0.867860812331247
"6212","GYG2",0.732367480106153,0.00854134286490148,0,0,6,0.189262015285484
"6213","MED20",0.00394354847384521,0.485748089153937,0.00776616425443492,75.2614971075312,6,0.880944338520149
"6214","ABHD5",3.57391009926958e-07,0.460991576197271,0.0488181007608326,86.5689837984699,6,0.874424485670999
"6215","TLR8",1.21808945570442e-06,0.996355457676578,0.115108081425724,87.8117963862742,6,0.999671267747465
"6216","RPL37",5.33049972856726e-06,0.216863581428428,0.0432451481593656,92.2868116715061,5,0.740547940748943
"6217","IKBKAP",0.00269783130499874,0.919847448151658,0.0151705000860926,80.9736207899304,5,0.989130021752969
"6218","OTOF",0.00159295077746743,0.809075321943936,0.0122498809977233,73.3192785770821,6,0.964843823411955
"6219","IP6K2",1.59926645146352e-12,0.599557606281545,0.0573960101778896,92.910773961749,6,0.917083761358453
"6220","LANCL1",0.00045394109273579,0.488959222384339,0.0186457722421365,83.8668741200026,6,0.882885045825676
"6221","DCTN4",0.0196589617784561,0.184036560437089,0.00398005182188918,62.8349360289738,6,0.707201168050585
"6222","SLC45A2",0.144573846925548,0.42878059226626,0.004150760835988,44.3457570478929,6,0.863192905436329
"6223","CELSR1",4.30888059269746e-07,0.596833831208396,0.0367096946286665,86.9929543840296,6,0.916410352126647
"6224","METTL5",2.67649780337926e-11,0.1550478642622,0.0262299936833628,91.4501485764571,6,0.676647784447638
"6225","KCND2",1.49530439895715e-05,0.0837217668306553,0.0301503427967567,84.4970296507967,6,0.557780137449188
"6226","SMC4",0.000188671035283042,0.905920342371225,0.0280175863507201,83.0038768215558,6,0.986804251931885
"6227","TRIM2",0.000111844324119266,0.78338815639107,0.0403858657844031,82.7558976011863,6,0.959086682413579
"6228","SAMM50",0.0317426902313713,0.0900968924763765,0.00470783445804183,65.6984111347439,6,0.575315264705628
"6229","RP6-149D17.1",0.295870708498072,0.00900936961616174,0.000575674645659643,21.4993649285159,3,0.193492560153554
"6230","MKNK2",8.85337497078594e-06,0.227647369788062,0.0627918645368877,90.4348084934936,6,0.748584641288808
"6231","NAV3",1.32826120512553e-05,0.0596370658357368,0.0248328362033106,82.9312258711598,6,0.486621098288155
"6232","GDF2",0.193920969183157,0.456675403824555,0.00116695137246271,13.8088429682314,6,0.872732292941601
"6233","PAN2",0.260845629622069,0.00736357031446169,1.4318935352134e-06,0.0469313561778782,6,0.172396555549018
"6234","SGSM2",5.85936150833469e-14,0.448309065519908,0.0477210855997671,93.0778308243623,6,0.870883664531473
"6235","CECR5",5.15966779733385e-09,0.361093947672789,0.051252290203986,92.0006043111848,5,0.831957019051451
"6236","C3orf27",0.0362836155634123,0.617013534462837,0.00826464144159185,62.028891395302,5,0.920913769209224
"6237","HIST1H2AL",0.0398817324368417,0.642855552384113,0.00527071247547424,60.4912612066059,5,0.925783995208719
"6238","CLN8",5.86392801514356e-06,0.695815744015407,0.0297249764484833,84.3380084790173,6,0.94045596323918
"6239","RABGAP1L",0.000293379479434494,0.0275166808974651,0.0130209405032555,79.9791595848685,6,0.340443023531065
"6240","TAF1D",1.87181479727228e-05,0.806206983462758,0.0261776211235008,80.8999371499796,6,0.964545067688286
"6241","NDUFA6",2.78056577462134e-05,0.433287548154894,0.0298076287826929,87.5904898620074,6,0.864690399871324
"6242","TMEM206",0.00503420316474744,0.956991494285389,0.016786471677639,75.092295332093,5,0.992807078342711
"6243","ZNF668",0.00087778412350887,0.221979640710673,0.0109931835294131,75.6315749971227,6,0.744512810111865
"6244","ULK2",5.93701328103217e-08,0.58114587545901,0.0318313174113245,88.7530862615049,6,0.911706129842776
"6245","DKK1",0.0190863177522801,0.266749457031844,0.0303208711588488,65.9009250769308,6,0.779735508068918
"6246","PRR16",6.81471729153614e-22,0.440204407236874,0.150888127169373,95.9015073892388,6,0.867860812331247
"6247","CENPU",0.174304462166701,0.0224087571977035,0.00789174750990901,40.3237347344472,4,0.306824275126654
"6248","PSG3",0.00496874476102843,0.566145557130704,0.0118324280975234,70.4276381476932,5,0.908468109864401
"6249","RP1-8B22.1",0.160547149483897,0.277268303892723,0.00319077144477198,43.6955582620376,3,0.78892886422684
"6250","CNOT1",2.81151705224121e-13,0.553746256534387,0.0385461714483292,92.4499455427954,6,0.90591419316859
"6251","ANP32D",0.0409367686653717,0.880066041678396,0.0105057656381138,60.1511339581031,6,0.98034508553808
"6252","OR2B6",0.414199499568409,0.495928079088149,0.00163152780476775,20.5750121346553,6,0.884687033364835
"6253","SYNPO2L",0.00256719458864903,0.276549145290977,0.0333374254189339,75.3247975042391,6,0.788892692292944
"6254","SLITRK3",0.0202824131695354,0.293159334575415,0.0136471507838032,63.4791596832611,6,0.799277424276164
"6255","IFI30 /// PIK3R2",0.137573920828758,0.402737320077166,0.0271783850534808,49.6016957244602,3,0.853932982110273
