"","genes","QEp","pval","qval"
"1312","IL10",1.47942044940534e-17,0.956104020097798,0.992355859714916
"1313","DGKE",0.0439492491188939,0.303610385963824,0.719699234116509
"1314","ALOX12",0.312231675741583,0.960592673594764,0.99381094162208
"1315","ILF3",0.00257622879088139,0.286594628373687,0.705652832971566
"1316","SSRP1",2.69588064974368e-07,0.135163153869472,0.557697080571035
"1317","PDK1",0.41761254624511,3.97768995506259e-10,5.07171630736348e-07
"1318","PCCA",0.0314551369276633,0.0440264312514811,0.358456333877307
"1319","ABI2",1.81031539008562e-08,0.811043515872341,0.958675575121727
"1320","TFE3",2.56697262014463e-05,0.802334721843934,0.956851615776358
"1321","DDX3X",4.80792596933581e-06,0.013291762891024,0.196256511882901
"1322","LILRB4",0.00862248364895192,0.658131581131733,0.899389867179108
"1323","LMF2",0.000178878890035309,0.146093479143913,0.569536355451261
"1324","MAP1B",7.31066144735084e-09,0.542980366765473,0.866207245768498
"1325","DAP3",0.00188939432720602,0.0967624367911586,0.495427783183176
"1326","ACPP",7.37471237441726e-06,0.947221082762791,0.991694936721473
"1327","EPHB4",0.000112831343398,0.745035259227264,0.935963721652823
"1328","PPARA",3.79013766823919e-20,0.673937230143559,0.904095752503425
"1329","LLGL2",0.000209991590482058,0.0217391221862253,0.249565122697866
"1330","LRMP",0.000135708797164278,0.0646108146395326,0.425084672028235
"1331","ETF1",0.00106255360235446,0.155409227010034,0.579294664618938
"1332","RBBP7",0.00434552038101569,0.128441536557807,0.550703581581185
"1333","TSG101",0.0533642427687188,0.00418302897799398,0.0998717559023688
"1334","SLC9A6",0.000479209615017075,0.658635955779448,0.899389867179108
"1335","ZNF174",0.0458018298735776,0.69997255976061,0.917217436505191
"1336","GOLGA1",1.16241265517825e-05,0.717982526655542,0.922825139191403
"1337","HTR7",0.105281489910541,0.429625309484514,0.810266984215346
"1338","HBEGF",3.03532970695063e-13,0.166726649887824,0.589423088366071
"1339","VRK1",0.00873130545596047,0.856428904086623,0.969605899301226
"1340","FEV",0.0433414437116815,0.447123502466892,0.822263165129342
"1341","CYP27A1",1.37747143577076e-07,0.538180907904702,0.864100254929507
"1342","CD55",0.00339614679067552,0.135875677012408,0.560090761975743
"1343","PEX12",0.111566248423609,0.178885170268176,0.602276407763547
"1344","GPR183",2.42167118662824e-07,0.184637883061632,0.607347535113907
"1345","MTMR11",3.68583939916002e-06,0.403267847784229,0.798159327977204
"1346","LGALS2",3.78700993397551e-09,0.219897558394282,0.650901975291596
"1347","CLK2",3.467599171839e-07,0.137443362071242,0.562067235465229
"1348","ACVR2A",5.50457699358668e-05,0.533722658822379,0.862557982729091
"1349","IGFBP2",0.553221431535019,0.878738069621428,0.974443061337509
"1350","ENO3",0.161417079696664,0.149093660608005,0.570056694014953
"1351","CYP2E1",2.19613960504869e-08,0.982532827940613,0.99796300506598
"1352","CD151",0.000146301098599752,0.103944496196596,0.509154283711828
"1353","CITED2",0.000113229784040032,0.107886897183695,0.513454882106094
"1354","GTF3C1",4.93355858447664e-08,0.87464741780002,0.973872177179235
"1355","RABEPK",0.00180918488116095,0.191040537131895,0.614544984049244
"1356","CLCN6",3.63805709651365e-10,0.25812745805472,0.680046636481511
"1357","FYN",9.04956035219909e-08,0.126452753175463,0.546454066873809
"1358","BIN1",0.0183208923436847,0.0146157857518618,0.205876344087575
"1359","BTG2",7.5886442573311e-05,0.00145381030852231,0.0501947138100334
"1360","MYH2",0.213540589791013,0.987711334990947,0.998872323182297
"1361","XRCC6",0.000732857460272723,0.231303603445657,0.659030208887978
"1362","GINS1",0.437791189917019,0.604752162562225,0.88103487642314
"1363","ACSM3",0.0780975310490292,0.643264042863785,0.895081147805795
"1364","CAMLG",0.177731516216829,0.439788081258098,0.817501814776199
"1365","IL5RA",0.0767937466565886,0.59110205419487,0.87925874833632
"1366","NF1",1.23423685618194e-08,0.253492566753727,0.677416525523842
"1367","ESM1",0.0037820384912296,0.0206876347972255,0.242906728053459
"1368","WRN",3.75213129659212e-06,0.226518348569731,0.655433053958541
"1369","TRADD",1.85846492923463e-09,0.39511466654101,0.79368329232333
"1370","EXTL1",0.0505558276107679,0.178120704858797,0.601861866601616
"1371","ACAA1",0.0674539491125827,0.516736439228639,0.8510953116707
"1372","C3AR1",1.76188890991588e-07,0.579349592583666,0.876275800113371
"1373","PIGH",9.60371824790737e-09,0.263512524093576,0.683611170884794
"1374","MLN",0.0472014408922055,0.147645195563427,0.570056694014953
"1375","SERPINB1",0.134184527118682,0.531915252562142,0.862557982729091
"1376","CD93",0.000110975219196509,0.853105595630163,0.968439232623743
"1377","RORC",0.0258725827753724,0.00799036822089831,0.14676708348146
"1378","MIPEP",0.062841505507709,0.189596769031856,0.614544984049244
"1379","P2RX4",0.458883703439255,0.465171172580343,0.830313851944474
"1380","TRIM25",0.0112563196005203,0.388184083891677,0.788386250875976
"1381","CTSD",0.00674680026147361,0.578229393372415,0.875949844129132
"1382","DLG2",2.4786085300633e-05,0.0171636742203709,0.222642915310574
"1383","ADCYAP1R1",0.241911888316644,0.0387831852548443,0.335773961781813
"1384","CLCN7",0.0055275860699485,0.61760366830927,0.88432679915066
"1385","RPL31",0.00172087061670901,0.323827889219829,0.734329712245657
"1386","STS",0.000240799731557477,0.959963314711686,0.99381094162208
"1387","KIF2A",0.0345518886110701,0.00110344410238785,0.0418761596542563
"1388","NT5C2",0.186948794783883,0.580112686926982,0.876385202399754
"1389","SRPX",7.26387125959507e-18,0.583564592891817,0.878229028275247
"1390","CD226",0.000886256935588357,0.309117383373372,0.723669929476074
"1391","REL",9.32764040217517e-06,0.100162189137736,0.49946944891555
"1392","PRPSAP1",4.10830715843773e-07,0.170597326923176,0.593897267553206
"1393","AFP",0.363919176084474,0.441736128094282,0.818019484817673
"1394","IL18",0.00190303059836562,0.889834021531416,0.975905857862972
"1395","CYCS",6.44022158219382e-05,0.72077515466316,0.924554148473946
"1396","TNC",0.000480027551073332,0.885582635827596,0.975902964043204
"1397","GNG4",0.000737841851622514,0.35643863101253,0.760639351013467
"1398","LGALS8",3.45695435292703e-10,0.265819909978306,0.686141105463958
"1399","PDGFRL",1.08526247465153e-07,0.738747051216897,0.932213921183839
"1400","DYNLT3",0.0537328549153264,0.897261404616357,0.980086804621047
"1401","ZNF134",0.0509693923033453,0.0933911653930632,0.487343485911868
"1402","CKMT2",0.000432516221432919,0.174675328651111,0.59858888743724
"1403","ZNF787",0.00608568778376565,0.782682002128219,0.951568904890861
"1404","P2RY6",0.00455782050912557,0.125685221199192,0.546336748943211
"1405","PCDH11X",0.385407112637086,0.0920972444540842,0.485084623010201
"1406","DGUOK",7.37473449741172e-16,0.170407351753638,0.593897267553206
"1407","ZBTB16",2.87301291296442e-28,0.584218672284705,0.878229028275247
"1408","USF2",0.182055910799542,0.279393879485785,0.696102039149266
"1409","PEX13",0.00837033776628907,0.190886702061312,0.614544984049244
"1410","RPL18",6.82023079456686e-10,0.602717988786053,0.880025756599541
"1411","IDH1",0.00312855719846406,0.614462189051029,0.883792133784948
"1412","PSMA5",0.00828662960220088,0.0268621120539394,0.276248563545546
"1413","SERPINB8",9.55029149193983e-08,0.776306460920273,0.948084911847312
"1414","TOP2A",0.391044837806411,0.257612473762522,0.679819645785744
"1415","HESX1",0.0832167725957638,0.930176893063293,0.988964777458872
"1416","HTT",4.25298830230455e-20,0.441939698050699,0.818019484817673
"1417","PCNA",0.00108011357813736,0.64188897251065,0.894811896377332
"1418","IHH",3.01364195027801e-14,0.708588759750402,0.920410132826522
"1419","GJA4",0.0413698139182842,0.713315073065107,0.921390384111103
"1420","RHEB",0.431725662702847,0.000228299628280577,0.0134404088854411
"1421","LPO",0.128301380375449,0.225894323865944,0.655241576302459
"1422","CAPN2",2.56996206343874e-07,0.0183637957383438,0.233100184815403
"1423","CTNND2",3.50497525234557e-07,0.137614840615139,0.562067235465229
"1424","PDHX",0.00090246454681784,0.996959025667566,0.999570357350501
"1425","HOXB5",0.00818372886520808,0.0929763278249929,0.487343485911868
"1426","PDE4B",0.00322002226078677,0.075387643347353,0.446977384482577
"1427","PIK3CG",1.12926517942343e-11,0.0264918054199981,0.274605802457407
"1428","CELF2",4.73115716771075e-08,0.758675512278824,0.939247986832591
"1429","EEF1A2",0.24642678964044,0.276910272359486,0.692577326075577
"1430","PYGL",1.43265647355563e-11,0.85674194776495,0.969721228527644
"1431","ROR2",0.000989189189259339,0.0148871080954488,0.208419513336283
"1432","CDH5",0.000249686431252405,0.285674639328756,0.704899486188956
"1433","NNAT",0.000930434266184238,0.746719906238019,0.936595188395425
"1434","CD28",3.15802091082892e-06,0.00281658460904573,0.0780172687907126
"1435","ABCB4",0.00203555862600317,0.506740090829459,0.845547373534874
"1436","TTPA",0.0229874583256897,0.0537462475439622,0.395376152903768
"1437","ILK",0.0447817594034096,0.157480680169304,0.58034013764728
"1438","PTPRB",1.71247454243225e-06,0.0921153726622159,0.485084623010201
"1439","ADAM15",0.00431490089792773,0.240626338951747,0.664148383725126
"1440","TPBG",0.0978235333815798,0.0395915798716222,0.337142488699991
"1441","SPAG8",0.208186382959405,0.607742246284594,0.882134304351433
"1442","ITGB2",0.189598488595602,0.00658462734609916,0.128837885085343
"1443","GRM3",0.442849298801271,0.438966451633595,0.817501814776199
"1444","HSD17B2",0.0138281447444935,0.973264852567933,0.99562959827802
"1445","GPR19",0.00776295048880564,0.687530531742177,0.912443637211805
"1446","HSPA5",0.000541194836327573,0.32369241307404,0.734329712245657
"1447","DPP4",0.137713092391273,0.860667619892421,0.970776768448233
"1448","SLC25A1",0.00015224470048637,0.507072375975659,0.845547373534874
"1449","ATF7",9.16700745595404e-09,0.29664556027858,0.712006824846494
"1450","FAM168A",5.20998738555092e-11,0.32370207307954,0.734329712245657
"1451","NUP214",1.43417899909433e-12,0.896566998067282,0.97978002263802
"1452","NCAPH2",1.20341560107276e-09,0.134699008603445,0.557697080571035
"1453","MYL5",0.000145745923399439,0.450724068175728,0.823935080040981
"1454","CYTH1",4.02975446501721e-06,0.462138956002624,0.829934331624579
"1455","BUD31",0.000550794347619994,0.0231093950323266,0.254773857939918
"1456","WWP2",1.55786061801241e-07,0.845817753039627,0.967110121517665
"1457","CNBP",0.0294477388617253,0.00431066163061563,0.101510554911728
"1458","OCRL",6.5786349881015e-05,0.614365451607006,0.883792133784948
"1459","MAP7",0.000330102824097633,0.841267270820258,0.967110121517665
"1460","ZKSCAN3",0.0362456954105561,0.41180525669624,0.800688631845586
"1461","PDK2",2.85689348452951e-12,0.910876603935411,0.987695795843813
"1462","HDC",2.42260601326077e-11,0.227763915327735,0.656142973139874
"1463","EGR3",4.79033693623958e-06,0.00654327689286655,0.128837885085343
"1464","ERCC2",0.000417865115485049,0.371881804436088,0.772340793394561
"1465","ZNF7",0.114739951401784,0.00011255043518706,0.00841454281753018
"1466","ALOX5",0.01516833320034,0.791708257120871,0.953457841129541
"1467","IL4",0.0613863045557619,0.267665550809846,0.687602045048003
"1468","DCTN2",0.000987262109504235,0.573273007451935,0.874175520663732
"1469","PIM1",0.145743511169883,0.00990517785256765,0.170994649244326
"1470","GPR143",0.116003441841812,0.217548267461141,0.649955526468158
"1471","FIG4",3.656687380951e-05,0.253414409947075,0.677416525523842
"1472","IFIT2",9.28041480819428e-06,0.262806118668407,0.682596464880924
"1473","DPYS",1.87011485605675e-10,0.0244214024224709,0.265113664122899
"1474","LPCAT3",0.00134594732175268,0.0828318729465134,0.463858488500475
"1475","ARID4A",0.000467091143316846,0.200447290240276,0.62971910344298
"1476","SKIV2L",0.000512593500129712,0.254916323193641,0.677416525523842
"1477","TAF15",0.000109523109734113,0.0560203049450767,0.39846563390952
"1478","LSS",2.87387994884619e-10,0.271709562627623,0.690753442867282
"1479","YWHAE",3.31186745167138e-05,0.635642170732298,0.892228447641916
"1480","LHFPL2",2.52882799094453e-05,0.279545104494963,0.696102039149266
"1481","CDH17",0.0717089459296188,0.557284376741432,0.871907958431569
"1482","NAAA",0.00219978684201902,0.43618626801777,0.815093172834852
"1483","PRPF4B",0.00804529616188786,0.60776058878624,0.882134304351433
"1484","AGPS",0.000307262970009472,0.468077340289652,0.830313851944474
"1485","ERCC4",0.057595457749793,0.167475695613294,0.590213656374709
"1486","SERPINA5",0.461415897107479,0.275311332261013,0.691213579957666
"1487","SLC2A1",0.00326026166231691,0.378397304129181,0.77954258437021
"1488","MAP2K1",9.52254491565845e-08,0.17358617880479,0.598429229032729
"1489","TRA2A",1.20406663907141e-09,0.840224881840465,0.967110121517665
"1490","DCTN1",0.00153716797059422,0.403739787669814,0.798159327977204
"1491","MST1R",4.6515094835556e-10,0.0660569818637098,0.425533280410266
"1492","MAP1A",0.00304565304193695,0.654007112157935,0.897303024701527
"1493","MLANA",3.52525776100286e-05,0.228633551012576,0.656588659318167
"1494","SMAD6",1.0292448328729e-05,0.465639415890473,0.830313851944474
"1495","PPP2R5D",0.0156387993340849,0.648728748066779,0.896658615467649
"1496","PTGS2",5.23421336289382e-16,0.0540978795903022,0.395376152903768
"1497","RCOR1",0.000192965862814399,0.349402180356133,0.754087887519853
"1498","FLII",0.00402524297212221,0.0903626761750888,0.480517724837629
"1499","AP3D1",0.000225700671916501,0.130716928015294,0.552270441899666
"1500","RIMS3",0.00159584222815071,0.943769832648984,0.990667083078381
"1501","EMP3",6.706652996154e-05,0.328088974133916,0.738884045719932
"1502","PPP6C",0.163720182325009,0.0762836603994854,0.449095600710817
"1503","GBP1",0.0163847345299178,0.0821203595986513,0.463836598170113
"1504","PHLDA2",0.072357223872152,0.177671144522471,0.601449971356277
"1505","SERPINH1",0.423910590022368,0.671660660708621,0.903811156102086
"1506","SSR2",1.10912330417986e-10,0.92491500692411,0.988509890629106
"1507","AGER",1.09532537149513e-09,0.163803529305974,0.587425031201592
"1508","ITIH3",0.0468075348375956,0.344006044658466,0.747598559901408
"1509","MAGEA8",0.615447301922598,0.951505431799003,0.991694936721473
"1510","DHPS",0.00564992932497466,0.217868824999777,0.650201458598436
"1511","MAP4",9.70826345392243e-06,0.474710051644085,0.830313851944474
"1512","MDM2",4.77288795397389e-05,0.392581696049805,0.792411054180529
"1513","PTHLH",0.262460160655389,0.0419428819662874,0.347030115295841
"1514","HNRNPA1",1.25960560120354e-06,0.0750016501721922,0.445594384256823
"1515","LDHA",1.22784573886173e-07,0.641570397336338,0.894811896377332
"1516","DRD2",9.73243453777155e-05,0.400130407036341,0.797180092538941
"1517","EIF2AK2",4.61511285006443e-11,0.729207970252945,0.929334107657047
"1518","PEPD",0.317425773797687,0.577649411161414,0.875434355133074
"1519","PSMC3IP",2.97532407236363e-06,0.248833650837109,0.672647495149785
"1520","GPR22",0.298924366507504,0.8323306906443,0.966969684819563
"1521","LUM",1.50150822416877e-10,0.00444893123988502,0.103703006363208
"1522","MEOX1",0.286126986917069,0.105376307105382,0.509355791818857
"1523","CCL7",0.311996173081552,0.448844126284479,0.823639127530593
"1524","CRISP3",1.18641942851949e-06,0.258698168881646,0.68076904957279
"1525","DYRK1A",4.30931885217179e-08,0.661812633530391,0.901544011083888
"1526","IFRD2",0.000115131692142753,0.556893065258639,0.871592691093276
"1527","KCNQ2",0.122264400000383,0.842946944869421,0.967110121517665
"1528","NOTCH4",0.028056132160134,0.00312896442187204,0.0821040264299223
"1529","CNN2",9.92876928200641e-06,0.953013684542656,0.991825376061804
"1530","IDO1",0.25102584186177,0.233862751669227,0.660305466915349
"1531","RNASE6",4.04984812311984e-13,0.800164323802272,0.956785190914045
"1532","KLF4",0.00855886890617052,0.756009345002139,0.939247986832591
"1533","CD2",3.69562853900188e-05,0.0531967982854399,0.393369315193804
"1534","LIFR",0.0165223140208827,0.467400234113419,0.830313851944474
"1535","NDRG1",0.00134193986660664,0.171762952316542,0.596420742944319
"1536","PTN",4.73037137676268e-07,0.718043166883903,0.922825139191403
"1537","PLCG1",0.0155874085903781,0.357581788290053,0.760639351013467
"1538","ETV5",5.85677659361715e-13,0.853235374506031,0.968439232623743
"1539","ATXN2",1.94595769745811e-10,0.718967396485594,0.923237775352866
"1540","PSEN1",1.33355594242422e-06,0.692730981525076,0.914554083965168
"1541","RAD23B",2.35938674152809e-10,0.950952455877745,0.991694936721473
"1542","PTPN3",4.83978518529715e-06,0.613449345622961,0.883792133784948
"1543","RPLP0",0.00198883155514183,0.734934532811311,0.930845548581567
"1544","LYN",9.37190560636394e-08,0.953295110903057,0.991825376061804
"1545","ABO",0.0131980915266363,0.732119672517298,0.93059236334785
"1546","TNR",0.000103395761020532,0.418559671858318,0.807913414532743
"1547","TIAL1",0.000506558794958807,0.00069024288891089,0.0306152360921555
"1548","EGFR",6.02025477868707e-08,0.540963667923048,0.865126402219299
"1549","RANBP2",0.000172121214819143,0.256128908355897,0.678675099348113
"1550","NEUROD1",0.00676376349374746,0.757907529160098,0.939247986832591
"1551","TEAD1",2.35283595906183e-05,0.401031624657571,0.797180092538941
"1552","EPB41",0.0100916463284968,0.0407304676666447,0.343182215642628
"1553","DYNLT1",0.288422366077125,0.0367605538529802,0.329053534683987
"1554","RBM42",0.000299312878550231,0.020706054883106,0.242906728053459
"1555","CCL11",0.403791775033236,0.000122104446306352,0.00862620949905798
"1556","KIAA0100",5.08265868817022e-16,0.905810317668561,0.984725610495746
"1557","PSMC3",2.26862437396677e-05,0.191242330619854,0.614544984049244
"1558","THRA",0.00256189863113721,0.925511288328466,0.988509890629106
"1559","HLX",0.000444124761396555,0.0935762102081886,0.487343485911868
"1560","NOVA1",0.0570330426547772,0.690505589385298,0.913249327896684
"1561","PPP2R5E",0.0336715521009277,0.386216404693701,0.786477042285355
"1562","LAMA3",3.16072044193753e-10,0.992650912924439,0.999570357350501
"1563","FHL1",1.87073196472218e-07,0.836375355851404,0.967110121517665
"1564","ALAS2",0.003238383487426,0.250523775684371,0.674095967662289
"1565","PEX2",0.00598069059639961,0.841171286505974,0.967110121517665
"1566","CHRND",0.0649961281680306,0.616581037947367,0.8840423779243
"1567","FCER1A",0.00198756157080933,0.717055736105256,0.922825139191403
"1568","CASP9",0.0515320716067661,0.94939325444171,0.991694936721473
"1569","AKT2",0.0167156571358722,0.104558468976536,0.509154283711828
"1570","CFP",9.16234439075384e-07,0.339610585209697,0.746080054945699
"1571","ADRB2",0.00500459441187974,0.461148951995951,0.829467496846625
"1572","RAD9A",9.48420353248643e-07,0.422865165034083,0.80975681310947
"1573","DUSP5",0.230061195844589,0.000905768574079055,0.0368078698422214
"1574","BLZF1",0.0138723493629195,0.90535976404794,0.984468869644362
"1575","SLC12A4",0.000598000518847502,0.510385659131016,0.8467091570555
"1576","GGA3",0.112171147479077,0.0023650756337643,0.0714501796726689
"1577","PTPRN",0.0221857777187783,0.0604420704453657,0.411185166644621
"1578","PEX5",0.209112836613394,0.0193123913305426,0.238393819865193
"1579","CLOCK",1.14982272915668e-05,0.25384250709415,0.677416525523842
"1580","CENPF",0.176334659181533,0.304276407385229,0.719699234116509
"1581","CCDC88A",0.000190562360803738,0.0156495171449341,0.212655359726212
"1582","SFXN3",0.362941964827999,0.00469187837821723,0.108356554515399
"1583","UMPS",0.0372225583792528,0.787716453194406,0.952546140865473
"1584","KEAP1",0.0091214783146955,0.104305189188526,0.509154283711828
"1585","PTGER3",0.0098082959541691,0.136215357602229,0.560484697230677
"1586","CACNB3",0.00083106915495765,0.218293869844253,0.650731051726202
"1587","NR4A3",1.18445030384254e-06,0.0431390561873598,0.353431675863314
"1588","TIMP4",1.31108087515738e-60,0.8675220499054,0.972089616832613
"1589","HMGCS2",0.000309338530758919,0.695777345715762,0.915547805659393
"1590","PPFIA1",1.10847958963032e-21,0.973577608430335,0.99562959827802
"1591","LGALS4",6.02960790720712e-06,0.863488345198641,0.97153560469343
"1592","CX3CR1",8.19917760092909e-17,0.533161895527772,0.862557982729091
"1593","PTP4A2",0.00399142575211481,0.54366670232663,0.866781821669605
"1594","UBXN8",0.00258981689065238,0.33699700895194,0.744170938811958
"1595","FASN",1.34332895141344e-06,0.643907667923951,0.895156555399585
"1596","TBX2",0.000349438837649152,0.032373106951739,0.304894017225178
"1597","ZNF165",0.00965817373871718,0.751187590567511,0.9383714406654
"1598","CRH",0.000427714928407086,0.124728068841686,0.544958413055207
"1599","ALG3",3.83305478500682e-05,0.0210004292328448,0.242906728053459
"1600","ZP2",0.172451481701329,0.0902979883051069,0.480517724837629
"1601","COL9A3",0.911945053089067,0.126094697123852,0.546454066873809
"1602","FGB",0.151253406950153,0.00521821506445311,0.113409743891791
"1603","MRPL23",1.79229515539576e-09,0.0412109421738882,0.344073902659081
"1604","SNRPB",0.000933843959947031,0.375455517604555,0.775221104694297
"1605","ZNF274",0.0110687489037001,0.437181236183452,0.81586567903827
"1606","NDUFA4",1.62202213695359e-08,0.290206649544423,0.708099361296993
"1607","APOA2",2.88097530050565e-06,0.824040917882156,0.96444470228894
"1608","CCNB1",0.0190372373054902,0.405450080757362,0.798159327977204
"1609","CFHR2",0.378283020633977,0.158102245687445,0.58034013764728
"1610","TIAM1",7.47602336910662e-07,0.99208775022302,0.999570357350501
"1611","MAS1",0.102797448761479,0.235875219869778,0.660305466915349
"1612","HELZ",2.7350309555896e-08,0.179732455087098,0.602431703474419
"1613","FASLG",0.000376767268524926,0.312254501508048,0.726530985353593
"1614","PCSK7",0.0185558022479751,0.886733100049776,0.975902964043204
"1615","CAMP",0.0251225812200004,0.0514303053090555,0.38748645876107
"1616","GCHFR",0.0140931187015561,0.920927368390125,0.988034722571626
"1617","BMP7",0.000144977732886371,0.872163719600051,0.973026190574206
"1618","SH3GL1",0.000528557502201797,0.535529609143514,0.862557982729091
"1619","SNTB1",0.000230537011982305,0.66929876917306,0.903811156102086
"1620","ITIH4",5.02110609407174e-05,0.859775277760552,0.970776768448233
"1621","F5",1.850457748768e-14,0.336558948531587,0.744170938811958
"1622","OMP",0.00295249993939942,0.466614630162222,0.830313851944474
"1623","RAB9A",0.00977815437007159,0.0694539687709184,0.432952287563244
"1624","IL6R",2.12214908443588e-07,0.123171744458795,0.540645281632111
"1625","ARL1",0.26314830000823,0.020554749933302,0.242906728053459
"1626","ADORA1",0.00157739390349611,0.628061895834355,0.890050315297366
"1627","LRRC23",0.666794775444814,0.768545082878075,0.945125679840646
"1628","GRIN2B",0.0798260742933518,0.475864333706478,0.830313851944474
"1629","AOAH",0.0313729899594843,0.0514871658412304,0.38748645876107
"1630","CLPP",8.15987776255612e-07,0.074120563200253,0.445499510753353
"1631","CASP5",0.0023065909414792,0.75925272803192,0.939247986832591
"1632","PKP1",0.345986027739135,0.576350620733587,0.875199090743595
"1633","PI3",7.23730721918684e-05,0.667513907549465,0.903811156102086
"1634","PHB2",0.000123051965256455,0.815626321722315,0.960542611771354
"1635","ENO1",6.84742859766144e-09,0.432263786066416,0.812174838632153
"1636","NUBP1",0.55734765117217,0.467654644927123,0.830313851944474
"1637","DRD4",0.127073089196466,0.220409442023521,0.651145781794844
"1638","PTOV1",1.0523254374689e-07,0.628085943577188,0.890050315297366
"1639","TFF2",0.015739053492817,0.587843596750586,0.879231978165015
"1640","TM4SF1",0.0259691230664432,0.412055720324453,0.800744759936474
"1641","GART",6.7778409856222e-08,0.69000341369186,0.913204255176434
"1642","RRP1B",0.0269944495608381,0.903632304823949,0.983522053508313
"1643","BRD2",2.39758620749095e-14,0.917186833056205,0.987739666368221
"1644","USP8",1.96634907374008e-08,0.866737321122146,0.972089616832613
"1645","MEP1A",0.0713717075158387,0.789294003918363,0.952546140865473
"1646","TNXB",3.39271189946196e-07,0.930501774125008,0.988964777458872
"1647","TNNC1",1.91161956632458e-10,0.128914031540188,0.550919331637125
"1648","MS4A2",3.96823271253247e-18,0.151056705177656,0.571829537213324
"1649","DEFA6",0.00936371826437285,0.566846631744713,0.873875520804112
"1650","PFDN5",4.21760955539649e-08,0.388008318682787,0.788386250875976
"1651","EGR4",0.00141875618019269,0.612221331419429,0.883785084526255
"1652","DHCR24",0.00532579769754804,0.933255551799028,0.989769153901543
"1653","CBX3",1.73405743090485e-05,0.573479933120668,0.874175520663732
"1654","DEK",0.3241895674489,0.176097343554336,0.600045985467028
"1655","TNFSF10",9.00189196930255e-19,0.991347280404834,0.999570357350501
"1656","SULT1E1",0.200288681034766,0.73508900031914,0.930845548581567
"1657","ITGAM",2.38401884920848e-16,0.784100329409433,0.951897115476632
"1658","PRR3",0.0489088743067864,0.297318903409567,0.71257223614652
"1659","CFD",2.47193263504209e-08,0.269310763395115,0.688571840484615
"1660","GOT1",0.000111725252952006,0.10194837687738,0.50263231603632
"1661","KCNJ15",3.94330050507533e-10,0.703854577208354,0.918349272717596
"1662","HGF",6.13182120601546e-08,0.0170640585174854,0.221989161503928
"1663","INPP5K",0.0398498864549581,0.00293259181713212,0.0782933815364575
"1664","ABR",0.000279250100646531,0.70464228221228,0.9184551120973
"1665","ETV6",0.0210324906856125,0.286408513478606,0.705572904449441
"1666","HLA-DOB",9.41951495186903e-22,0.219828763549142,0.650901975291596
"1667","TNFAIP3",5.718623767373e-05,0.115428783198182,0.529283341755
"1668","ABCD2",0.00286491651498625,0.129106178209165,0.550919331637125
"1669","TBX5",0.946953345180372,1.16057441225237e-06,0.000242243531866495
"1670","IL32",2.16667494231612e-05,0.754376720589986,0.939247986832591
"1671","MARCKS",0.182933022517493,0.165741275304064,0.589423088366071
"1672","GALNT1",0.0957122501184227,2.52135550786145e-07,7.92128058165412e-05
"1673","CACNB2",0.000142137232867197,0.00540001645535527,0.113747135610052
"1674","TUFM",0.0319695457181327,0.164441845618512,0.589014785553984
"1675","SLC16A1",0.000783631753899879,0.269032791184806,0.688244332657732
"1676","ZNF711",5.5955060087545e-06,0.983734902281257,0.998300487253893
"1677","COMT",8.25068858479811e-09,0.315700839330131,0.730946478219311
"1678","IL7R",0.203145248901485,0.421938144879049,0.809531167519256
"1679","KDR",3.48829301623529e-08,0.0699147195095666,0.433861979754679
"1680","PPIF",0.00348458556524287,0.173476056561205,0.598429229032729
"1681","VAV2",0.157753165577094,0.153636022976555,0.575915606129258
"1682","F11",0.347608972401304,0.187853027976289,0.612542380710573
"1683","GOLGA4",7.49965672287369e-07,0.870222056144685,0.972277294845838
"1684","APOE",0.495813948733024,0.000284678098580681,0.0155624027224106
"1685","SSTR4",0.40115918251302,0.340119705791689,0.746080054945699
"1686","RBP4",1.07505085766323e-06,0.188084659582297,0.612542380710573
"1687","PTS",0.136597733554648,0.210350751311078,0.639689172198987
"1688","PKIA",1.3232806063499e-11,0.874793597888228,0.973872177179235
"1689","TOPBP1",4.56961679721374e-09,0.42348318626204,0.810138062621681
"1690","PTPRR",0.225636002993776,0.461754640477373,0.829568587273903
"1691","ESR1",0.000166815290873678,0.0206208948054993,0.242906728053459
"1692","DHRS2",1.06638082174174e-07,0.474232660630325,0.830313851944474
"1693","SORL1",1.30696171219391e-10,0.216032643272366,0.647111479391197
"1694","CA6",0.353337766841813,0.942630836105726,0.990667083078381
"1695","NPM1",0.0170377620727213,0.74217086625052,0.934480015854781
"1696","HTR1B",0.0180741468239117,0.414660579850308,0.803863830288564
"1697","EP300",5.1096290235702e-18,0.984683498961075,0.998300487253893
"1698","AR",4.66918290896014e-06,0.65105524111002,0.896755879848003
"1699","FGR",2.47218490277858e-18,0.536127468916196,0.862557982729091
"1700","CDH3",0.671686278677904,8.83733050570362e-05,0.00737836757858018
"1701","PDE1C",3.88790555816915e-09,0.853289445817871,0.968439232623743
"1702","PRKAA1",1.78452028968774e-05,0.843429171344586,0.967110121517665
"1703","GPR12",0.0230921325983219,0.648866850870862,0.896658615467649
"1704","S100A10",1.13856980619431e-07,0.00516928283497157,0.113409743891791
"1705","CHRNB3",0.00461019259142053,0.861919580771403,0.9707958584504
"1706","MCM5",0.21955319131256,0.468946952085965,0.830313851944474
