"","genes","QEp","pval","qval"
"2310","ATF1",0.156731373856867,0.381291149980735,0.783310046427047
"2311","SLC11A2",0.00134473502163746,0.726558667483088,0.927796830111885
"2312","FAM53B",0.525947024093217,0.292904003409199,0.709792299112468
"2313","KRT76",0.364822537725093,0.72196005814996,0.924753301819977
"2314","HTR1D",0.0603665897660728,0.528470617131797,0.859935178550394
"2315","ARVCF",5.19222040623752e-12,0.958745980196512,0.993133665928803
"2316","MT1H",0.00823593408695243,0.407248977667811,0.798159327977204
"2317","FASTK",2.5237924343841e-11,0.113037540118194,0.525642714931099
"2318","SCN2A",0.023933510846472,0.193033431815532,0.615279717145744
"2319","FABP3",0.32596684496882,0.00959023263273627,0.167446191062833
"2320","COL5A1",0.0107793768853721,0.0135094549495693,0.198152794856584
"2321","MLC1",0.954764676357953,0.299361199131455,0.714347716873172
"2322","MSMB",0.28665251305253,0.0216855030063388,0.249565122697866
"2323","RIPK1",0.00327621054853072,0.950230870525806,0.991694936721473
"2324","PYY",0.127912516493779,0.575445331060247,0.87469214175063
"2325","RPA3",0.0828495539878143,0.658949869110744,0.899493994933572
"2326","NEUROD2",0.0840003599197433,0.387659961020947,0.788386250875976
"2327","PPID",4.36001370249689e-07,0.939899088770173,0.990667083078381
"2328","CYP2F1",0.0328958636440478,0.439905702158534,0.817501814776199
"2329","AP2M1",0.00351402454501422,0.226220975494636,0.655241576302459
"2330","CNGB1",0.00320030636381189,0.506972787434135,0.845547373534874
"2331","VAV1",0.0031618229073789,0.636723132169547,0.892228447641916
"2332","OTUD4",0.00219842234110093,0.180294025949537,0.603433066443348
"2333","ELN",0.634182206190949,0.533516144518907,0.862557982729091
"2334","LTK",0.148071733756497,0.0004828870544654,0.023098097438595
"2335","ZNF140",5.84531392974214e-06,0.92134580782527,0.988034722571626
"2336","NKX2-5",0.109325197553159,0.274693454649703,0.691213579957666
"2337","CYP2C9",0.0290309979042615,0.671022568375696,0.903811156102086
"2338","CYC1",1.31881200119292e-06,0.0848755579196459,0.471280002378493
"2339","AGPAT1",0.0459473616668525,0.67106387442259,0.903811156102086
"2340","LAMB2",0.0177868132909796,0.948579582122361,0.991694936721473
"2341","KIAA0513",1.18923132817051e-06,0.949354954186015,0.991694936721473
"2342","STX3",0.000377715429331652,0.262787230652254,0.682596464880924
"2343","CSNK1D",0.412688748140285,0.260139146139335,0.681988990625572
"2344","ASAH1",0.295503117391624,0.295748368899873,0.711626167531136
"2345","ANKS1A",5.87382388118653e-05,0.154684844142545,0.578902040996387
"2346","FOLR1",3.33583022119609e-14,0.519902029952906,0.85422477879381
"2347","ATP1B3",0.0077886588858088,0.307869922521332,0.723669929476074
"2348","TTF1",9.11185859424416e-05,0.474982438699206,0.830313851944474
"2349","KLK2",0.0248415360258861,0.949877103164177,0.991694936721473
"2350","SDS",0.00375928692089769,0.0834100088572545,0.465959562861938
"2351","TUBA1A",0.000524789007299362,0.94038216917252,0.990667083078381
"2352","IFNAR2",4.93034984726925e-05,0.432863081183994,0.812390466184852
"2353","IGBP1",1.33953189504348e-06,0.274078355442355,0.691213579957666
"2354","IGLL1",0.318218047666411,0.972499623625554,0.99562959827802
"2355","MPO",4.36810317911795e-23,0.675553789736514,0.904279183319784
"2356","EPHB3",9.53326680956237e-08,0.630120447716318,0.890842483891334
"2357","BIRC2",0.158610214016419,0.014101565624857,0.201566426143905
"2358","NELL1",0.143809580686384,0.617178297057958,0.8840423779243
"2359","GRM1",0.0340086170943151,0.360627491172615,0.762218677295887
"2360","HNRNPA2B1",0.0271961076173923,0.990580977798883,0.999570357350501
"2361","ITGA5",2.9495953725616e-08,0.243434905219991,0.666513603998879
"2362","CDKN1C",0.0307925281223751,0.695832282611342,0.915547805659393
"2363","PGM5",0.000235277528480579,0.293373454925211,0.709792299112468
"2364","AREG",9.36091114834755e-07,0.770534176403467,0.945881370467849
"2365","IGFBP3",1.48947883645977e-11,0.845800501164454,0.967110121517665
"2366","TAF5",0.0431626778711511,0.0643325754774415,0.425084672028235
"2367","STX5",0.130628828249065,0.251926460034131,0.676092531482243
"2368","CD9",2.69801945525766e-12,0.51792622147832,0.852443444096217
"2369","RET",8.66248073401162e-09,0.15180018848021,0.57238588954581
"2370","MLEC",3.87719841352518e-05,0.616922853508552,0.8840423779243
"2371","MAGEA12",0.251384046394367,0.55897490480193,0.873362627713665
"2372","CAV2",0.000276144344470914,0.0648748943545907,0.425084672028235
"2373","SSR1",1.61345628749427e-07,0.947589575811994,0.991694936721473
"2374","NCF4",9.28519131609423e-10,0.852724383780616,0.968439232623743
"2375","PI4KA",1.52642171717914e-09,0.536348010780074,0.862557982729091
"2376","TSPAN7",0.401984245869092,0.130473373059639,0.552270441899666
"2377","ANXA13",0.129504220756226,0.844146848936888,0.967110121517665
"2378","TG",0.000357998571754818,0.804793759781651,0.956851615776358
"2379","FANCC",1.0199987500834e-07,0.155895825644836,0.579294664618938
"2380","COPB1",0.000680447870477122,0.898273773726176,0.980478528393297
"2381","FAM189A2",1.31985795279402e-27,0.903205046400294,0.983522053508313
"2382","ADRA2C",0.0257717910256345,0.341837370233411,0.746080054945699
"2383","NCK1",0.00306188017290968,0.129945790590791,0.552204624119855
"2384","MZF1",2.81915933334887e-05,0.716814408916717,0.922825139191403
"2385","CREBBP",7.65629005320784e-11,0.798714834509718,0.956624548792025
"2386","RPS4Y1",0.000278909670112618,0.708948310062589,0.920410132826522
"2387","ZFY",0.00173020456025193,0.49353370158798,0.840471480489191
"2388","GNS",1.94260818276396e-06,0.331596382278245,0.739170188068787
"2389","MANF",3.36524886615778e-06,0.63603629380694,0.892228447641916
"2390","CFHR4",0.113123122162879,0.182709301565285,0.606549888852902
"2391","CAT",9.44436927892537e-19,0.981054350272806,0.997948341793543
"2392","TRIP13",0.918963163725163,0.324364451875538,0.734458364404571
"2393","BBS9",1.69197979220236e-05,0.186094159644832,0.6108251473117
"2394","TTK",0.376803100573263,0.998023967408907,0.999570357350501
"2395","CTSH",2.31949707392431e-07,0.941754665488476,0.990667083078381
"2396","NEDD9",9.75554813506395e-10,0.274204906102977,0.691213579957666
"2397","CSF3",0.00196374833270442,0.742827053087161,0.934814688928541
"2398","ADAM17",5.74702857649445e-06,0.643709363428813,0.895156555399585
"2399","SLC1A4",0.0048837355446726,0.170719597815817,0.593897267553206
"2400","KRTAP5-9",0.00395202307773897,0.874144016519973,0.973872177179235
"2401","GABRB1",0.503686456281354,0.410953083612129,0.800634942701271
"2402","IFI27",0.00335786925220212,0.146286933948846,0.569536355451261
"2403","ATOX1",0.432837482780413,0.186434648824162,0.611505412732539
"2404","HIBCH",0.09545459192177,0.871076264299259,0.972870540105928
"2405","KLRC3",0.145174269876652,0.367000419399763,0.769359257390327
"2406","MTFR1",2.72229527054482e-08,0.591844321933238,0.87925874833632
"2407","NTRK2",2.56862814456471e-06,0.0971218624856862,0.495537325038079
"2408","ACYP1",1.45262781740616e-05,0.297788764026522,0.712806810140698
"2409","PDE3A",0.206267536075553,0.00183931532915757,0.0594128283187483
"2410","CKB",5.90414482653328e-05,0.153220478276509,0.575297167821529
"2411","PCSK5",5.1144309601086e-07,0.847598366728123,0.967233602024095
"2412","CAPN1",0.052054154313615,0.0572146107695939,0.39846563390952
"2413","SRC",1.32569729992769e-07,0.921859521532717,0.988034722571626
"2414","PHKG1",4.37617987366497e-11,0.282524583311579,0.699740109378877
"2415","TCEA2",9.94511592778467e-08,0.863944262205008,0.97153560469343
"2416","IER2",0.220140135092494,0.0126661270307702,0.188840439367847
"2417","HLA-E",0.0253952036283298,0.0778167959359311,0.452102141312245
"2418","MNAT1",0.118037794756632,0.0108127751989984,0.178605265157556
"2419","VIPR2",0.000478378477498251,0.823538486888278,0.96444470228894
"2420","SPA17",0.229733091741794,0.441965666775402,0.818019484817673
"2421","HSPB2",0.0463225628335018,0.48657316290581,0.835972375393214
"2422","PPP1R7",0.000757204356134323,0.638097238775569,0.893243400961463
"2423","CD8A",0.0214054208738112,0.064916158737987,0.425084672028235
"2424","FXYD2",0.0238471261925077,0.602065322572215,0.880025756599541
"2425","CTRC",0.00359381770564585,0.682677468459314,0.908846355036968
"2426","MYBL2",0.845128014587078,0.353421730639513,0.757877727955571
"2427","RFX5",0.000243083379782012,0.0540336709200166,0.395376152903768
"2428","BGN",0.000419337658286215,0.201885065441431,0.630739224631737
"2429","CCT2",0.0847697961792592,0.0388864809336488,0.335773961781813
"2430","SLC7A1",2.76939534378973e-15,0.962041995272522,0.993834427767131
"2431","GPX4",0.00225167330875798,0.970802304566514,0.99562959827802
"2432","KIAA0232",7.73619545557889e-08,0.318470406498113,0.73246067412338
"2433","C1R",1.9665046304114e-11,0.567105625065243,0.873875520804112
"2434","BNC1",0.000666696522593629,0.222631239623074,0.652407563719946
"2435","SLC3A2",0.000141963470746692,0.0358276091084379,0.324125713226609
"2436","LPIN2",4.02213556661641e-10,0.403014267138916,0.798159327977204
"2437","NRIP1",2.75228994368794e-05,0.508092976259407,0.845547373534874
"2438","CEACAM1",0.224992148231827,0.126887661371475,0.547620433287418
"2439","PSMA2",2.78266545947158e-09,0.0787085174821723,0.453574389053007
"2440","AKT3",3.12346643201407e-08,0.346209965449248,0.750257744852736
"2441","HCCS",0.0277258301246277,0.415599068151409,0.8040437571625
"2442","JUN",3.51668610635292e-06,0.0198927010810645,0.241659479799598
"2443","TFRC",0.0002070908522319,0.449661820761239,0.823639127530593
"2444","HAPLN1",3.3904232866775e-06,0.204434619636487,0.634410165784494
"2445","PRAME",0.00897106253778298,0.747438331033475,0.936666697992431
"2446","CREB3",0.19738025972112,0.320070850148689,0.73246067412338
"2447","CYP24A1",0.754345058497445,0.323673851772876,0.734329712245657
"2448","SP100",0.0113350265548657,0.0826661264055013,0.463858488500475
"2449","POLD4",2.38139948540545e-12,0.190023826071366,0.614544984049244
"2450","IRF4",1.41285692982506e-08,0.0278745258216242,0.281391550946825
"2451","SNRPD2",6.78156382713345e-06,0.202411063182118,0.631434512318129
"2452","NCOA6",2.96603687486207e-19,0.89073454365272,0.976004986393973
"2453","MMP1",0.00177697573629543,0.120207342903415,0.536435489419321
"2454","GZMK",0.0131276351753319,0.0101604185811908,0.173295496887635
"2455","EYA2",0.704763114609575,0.0126284247032994,0.188840439367847
"2456","MYT1",0.0204094252128718,0.589337794100152,0.87925874833632
"2457","TGFB3",0.0227404972359807,0.08428063139118,0.470251104918953
"2458","KCNB1",4.46243367207688e-06,0.829572403326225,0.966969684819563
"2459","KRT12",0.52659151234305,0.0507035229881917,0.386370360062138
"2460","STMN1",3.99624478146512e-06,0.757369915122527,0.939247986832591
"2461","SCARB1",0.0315427975516181,0.76795060045405,0.94483870589674
"2462","TGFB2",1.50938364546258e-16,0.694374159544854,0.914689933089306
"2463","NFE2L1",9.08960939571417e-18,0.842999428576906,0.967110121517665
"2464","KRT85",0.50150926490901,0.0140211548462174,0.20120357204322
"2465","EIF3B",1.34280672872076e-05,0.0208281008147433,0.242906728053459
"2466","STX1A",0.00271190859949146,0.281912177110962,0.699740109378877
"2467","MICB",0.220231288988702,0.0635364608627304,0.424550665350499
"2468","HADHA",0.00141872425243612,0.912950061513829,0.987695795843813
"2469","QPCT",6.95195112145296e-09,0.58954121495007,0.87925874833632
"2470","SNTA1",0.151327612126402,0.340843743236674,0.746080054945699
"2471","IGFBP1",0.101568958962404,0.425778049970537,0.810266984215346
"2472","GRIA3",0.00107848756665003,0.446903871365534,0.822263165129342
"2473","MYO1E",1.4905008418141e-06,0.042524026230971,0.350575095965204
"2474","FSHR",0.0343661367834178,0.641317108028689,0.894811896377332
"2475","E2F3",3.18084752129028e-19,0.93479933402926,0.989769153901543
"2476","OCA2",0.000353089271088379,0.803728403704045,0.956851615776358
"2477","ERCC1",0.00120503292670736,0.463992310456253,0.830313851944474
"2478","SGSH",0.836551855339199,7.70874511121488e-06,0.00110620492345934
"2479","TCF7",6.46731555129872e-09,0.460982609132403,0.829467496846625
"2480","TSC1",0.00786056268775502,0.442266430211218,0.818246352751778
"2481","RUNX1T1",0.0015929689094991,0.804683049772977,0.956851615776358
"2482","FMO3",1.50353309212475e-05,0.484125580107089,0.835892862401133
"2483","BTG1",0.00491311088972052,0.167768767013455,0.590509787597592
"2484","KCNMA1",7.14203296839511e-06,0.949539151959659,0.991694936721473
"2485","CHKA",1.25315386488447e-08,0.276404012062239,0.692494165098947
"2486","RPL6",0.00760442953872599,0.117820335020727,0.531280720080433
"2487","FAS",0.023014679218616,0.44099017149523,0.817862224356259
"2488","NFKB1",0.000226406971310451,0.38159071730342,0.783310046427047
"2489","EXOSC7",3.98346080407192e-13,0.697891409408187,0.916862673065501
"2490","ZNF345",6.33311801982724e-06,0.785341959862011,0.952546140865473
"2491","CP",0.289173228149333,0.86941900181436,0.972089616832613
"2492","MMRN1",2.24574681397946e-06,0.875462193250336,0.973983712872181
"2493","ATP1A2",4.64809684639298e-05,0.765112687747589,0.942940811094184
"2494","VDR",0.000526145303858677,0.695305364275878,0.915379080491638
"2495","KIF1A",0.00180305544891326,0.621978421198439,0.886995313709078
"2496","PRL",0.05212709175461,0.449804005814743,0.823639127530593
"2497","ELF3",0.00293033250702029,0.507418254899219,0.845547373534874
"2498","P2RY14",0.29101264062815,0.524564973650602,0.857447398710321
"2499","NPR1",3.82206773911514e-05,0.0851886422849063,0.472043086882608
"2500","CUL4A",0.00147197514639152,0.760767311010369,0.940614833645561
"2501","PROX1",9.35452830300517e-05,0.015088321461202,0.209321970241207
"2502","CTBP1",0.0199605771001557,0.00738538759013653,0.139562550674514
"2503","ACP2",0.462472061139922,0.0114867828601605,0.184234141088098
"2504","HMGA2",0.0892020513071718,0.935755454428588,0.989769153901543
"2505","CYP11A1",0.912761481045868,0.129923096829681,0.552204624119855
"2506","RRAGB",0.0701825729440118,0.297882462687282,0.712806810140698
"2507","COMP",4.72181361903481e-08,0.0124972137324055,0.187539887121588
"2508","ERBB3",3.09393440184696e-17,0.628122989487299,0.890050315297366
"2509","ABCC8",1.06865413889019e-12,0.254609841753154,0.677416525523842
"2510","RPA1",0.166150294428807,0.00983607576453615,0.170807455604246
"2511","FEZ1",0.0646812725744484,0.221720117206438,0.651400369937277
"2512","RUNX3",0.180219700686045,0.00413743833529964,0.0994718158936961
"2513","CLINT1",0.00153730927885245,0.982974216103214,0.997992137463741
"2514","PRKACA",4.46112700950832e-10,0.986915376676223,0.99872306338005
"2515","PTPRG",1.99866643313649e-31,0.149995290708293,0.571829537213324
"2516","APLP1",0.792453382161715,0.971022644871706,0.99562959827802
"2517","FUT6",0.0160862430396599,0.159482377797952,0.582470847800355
"2518","HYAL3",0.0876973961738212,0.240974846619822,0.664148383725126
"2519","ACADL",0.0945927331336597,0.171494856242651,0.596142603986566
"2520","PTPN1",1.39657427502394e-06,0.727232081497806,0.928140555374632
"2521","AP2B1",7.86914380356856e-11,0.599461373972882,0.879624656813012
"2522","MB",0.0578155010168797,0.399608073869283,0.797180092538941
"2523","PBX2",0.000217688081590888,0.916979522209851,0.987739666368221
"2524","DAO",0.539213880756129,0.727128082858284,0.928140555374632
"2525","MEST",0.027707507232753,0.9417572250532,0.990667083078381
"2526","FOXE1",0.138868017978885,0.698584858491905,0.917062823722803
"2527","RBM6",0.0272037327800707,0.90637380250007,0.984871864903058
"2528","FUCA1",0.00082374902727787,0.0985212942623216,0.497153607969869
"2529","KRIT1",0.0406690257117582,0.548403655641815,0.869201630260468
"2530","ZNF45",2.72991967360833e-06,0.925515736773366,0.988509890629106
"2531","CPLX2",0.663168378465192,0.778379295876072,0.949477533713783
"2532","PSMB4",5.81813546470902e-08,0.145488933641297,0.569536355451261
"2533","CD180",0.0145045788110814,0.319695915357033,0.73246067412338
"2534","SLC7A2",8.07066258631207e-05,0.372378596815235,0.772340793394561
"2535","NASP",0.0273480729979572,0.849488919199298,0.967233602024095
"2536","XPA",0.0407239606868956,0.271796102317657,0.690753442867282
"2537","S100A11",0.157984899482632,0.422394746815361,0.809531167519256
"2538","MRPL49",0.172858991809581,0.270395909228618,0.689861483888125
"2539","BTK",0.02671650844352,0.358886731553434,0.760787614057144
"2540","NPTX2",0.236896318341176,0.726365149293846,0.927796830111885
"2541","AQP5",0.0709291585690873,0.564678135572191,0.873875520804112
"2542","HPCAL1",0.419043120037282,6.05662633021959e-10,5.56240562167367e-07
"2543","SUPT4H1",3.90027685445346e-13,0.144930756070296,0.567851563033105
"2544","ALDOB",0.0191200159859751,0.426549664024853,0.810266984215346
"2545","HSD11B2",0.0726182918529909,0.267044646774385,0.687587216240563
"2546","SLC23A2",4.19694541420896e-08,0.112536848115116,0.525171957870541
"2547","THAP11",0.009904935925074,0.391130125896184,0.791277601309152
"2548","RPS6",0.197373069900799,0.0824239251103685,0.463836598170113
"2549","TMEM11",0.0145418722898759,0.0823087219857677,0.463836598170113
"2550","EYA1",0.546151567897815,0.475039170886392,0.830313851944474
"2551","TRIM28",1.30375024043323e-06,0.389810336888821,0.789245620367489
"2552","CHM",0.00199164958732254,0.572064612090274,0.874175520663732
"2553","CAPNS1",0.000154823761825235,0.017389970298007,0.223682755205737
"2554","AK1",1.93877602592656e-18,0.71042091450888,0.92080665737138
"2555","SDC4",6.53624901726091e-05,0.331212872171989,0.739170188068787
"2556","KPNA1",2.41084366297965e-09,0.182711179273348,0.606549888852902
"2557","BCAT2",2.02372675666184e-06,0.0715200129073834,0.437310118869114
"2558","IL11",0.00205659848272289,0.0665282815436264,0.425533280410266
"2559","SAP18",0.0127270149521109,0.0976364506481314,0.496835020215654
"2560","ZNF280B",0.5168705616053,0.0242643257553492,0.264032663195648
"2561","EIF3E",0.211284144622979,0.320542116800875,0.73246067412338
"2562","MTTP",0.0342900286983643,0.925827179910994,0.988509890629106
"2563","RBM25",0.0109905172504213,0.577437448909038,0.875402035454045
"2564","COL10A1",0.00149258371200181,3.58649163399481e-05,0.0034310769965217
"2565","CORO1A",0.00984114187316758,0.722272808183677,0.924895910535261
"2566","B2M",0.0520927190736201,0.263797690506937,0.683611170884794
"2567","STK25",2.1324759349187e-06,0.368380315838709,0.77005039189835
"2568","ATXN2L",0.0545152936813714,0.429855192744806,0.810266984215346
"2569","DDX21",6.36904596880098e-10,0.878994854133961,0.974443061337509
"2570","PSMB3",8.53350257346113e-08,0.120709393780918,0.537475589335917
"2571","HDAC1",0.00585678573553957,0.563765728347232,0.873875520804112
"2572","BAK1",0.257713182643111,0.159629948201057,0.582470847800355
"2573","SLC35D1",0.0805512743966434,0.00045202169068092,0.022081740463902
"2574","VAT1",0.0282752675392947,0.788728478527809,0.952546140865473
"2575","PPP2R5C",0.00743570345146903,0.669186517297212,0.903811156102086
"2576","PRSS3",0.0146490247778573,0.8147947120156,0.960542611771354
"2577","ATP1B1",0.0164418106169798,0.0210995269123974,0.243439767793289
"2578","SNRPC",2.34187628553435e-06,0.116055290736729,0.529283341755
"2579","OAZ1",6.25230319815966e-07,0.423433629311172,0.810138062621681
"2580","DSC1",0.291600594391883,0.60093294859464,0.879624656813012
"2581","CACNA2D1",0.523435385230464,0.655589284057558,0.898378392238826
"2582","ATM",0.00944704318637338,0.00311853891036558,0.0821040264299223
"2583","ETFB",4.16248781240307e-06,0.0223005947605253,0.25347606717904
"2584","MBOAT7",0.0247096568095169,0.0661662815023927,0.425533280410266
"2585","CD3G",1.18081094710175e-07,0.152997208073705,0.574928952106754
"2586","PF4V1",0.0395775139641117,0.129211698643986,0.550919331637125
"2587","CBFB",0.0912747861450443,0.00204341005483168,0.0634009389985613
"2588","SQLE",0.028613153955777,0.608679781809912,0.882134304351433
"2589","CRMP1",0.00643723320345483,0.603958138899934,0.880996116209815
"2590","ITGB8",0.0842361604522261,0.0201739975945075,0.242906728053459
"2591","TERT",0.113262734318024,0.259749177628286,0.681581842096622
"2592","ECHS1",3.86593954594147e-09,0.254770185448548,0.677416525523842
"2593","PGRMC1",0.00375094937514925,0.560098112684179,0.873875520804112
"2594","FPR1",3.35682771228777e-22,0.756894623347564,0.939247986832591
"2595","GCLC",0.000537130828664941,0.720925136103697,0.924554148473946
"2596","KCNN3",0.029366810108122,0.00731995029756372,0.138897569282697
"2597","DYRK4",0.00124698854802307,0.79802647592316,0.956624548792025
"2598","SMAD5",0.0839968144338413,0.214310451726776,0.645275834219309
"2599","ACP5",0.000288911601765933,0.511078161558786,0.8472458187285
"2600","DRD1",0.026716820660524,0.996128896070925,0.999570357350501
"2601","PRDM2",9.78072961065963e-18,0.79580089353984,0.956377310425267
"2602","ANXA5",0.66140052457732,0.00241760122998029,0.0720884730394123
"2603","KIF11",0.910406723681862,0.164868277550103,0.589423088366071
"2604","RRS1",3.12259479117822e-05,0.0567791884975624,0.39846563390952
"2605","MRPS12",2.07447551448349e-08,0.0996774601964407,0.49946944891555
"2606","ATP6AP1",0.00661262354053078,0.855694702099058,0.969491752291851
"2607","NFYA",6.22967037175648e-11,0.528134091965057,0.859692219178852
"2608","HGFAC",0.0592306355294747,0.0231360406709377,0.254773857939918
"2609","CDC27",0.00511950578549409,0.105165193560036,0.509355791818857
"2610","XRCC5",0.128067024473844,0.679349756310935,0.906802261196342
"2611","G6PD",0.0168211185575314,0.0590203923935641,0.405066337660092
"2612","PTTG1IP",5.7636641520255e-06,0.130331082348351,0.552270441899666
"2613","DSG3",0.159473681363718,0.502628484246141,0.843592836132412
"2614","XBP1",0.00272607811217886,0.801375219811017,0.956851615776358
"2615","SAT1",0.00261266917374147,0.984219663428359,0.998300487253893
"2616","GP1BA",0.0183174889319973,0.902191671229136,0.983119163332746
"2617","CTSB",0.00391300147541215,0.208920849790541,0.638207326169489
"2618","SCRIB",0.00254242909438485,0.0818417021080909,0.463836598170113
"2619","FAP",0.042720741446344,0.00011977136048468,0.00859359511477579
"2620","HOXB1",0.278465369133303,0.191102845177471,0.614544984049244
"2621","CELSR2",0.00694458217122169,0.682303365735342,0.908846355036968
"2622","COPS2",0.139217662284249,0.814540098179287,0.960542611771354
"2623","GPD2",9.713045616136e-05,0.358640092006694,0.760787614057144
"2624","AP2S1",4.99951375457082e-07,0.165799936689372,0.589423088366071
"2625","CCNO",0.41128866920592,0.349675002214545,0.754207426101076
"2626","PLG",0.0308969690110992,0.973846505723074,0.99562959827802
"2627","THPO",0.00541716490503006,0.965217691731699,0.994676759522433
"2628","CD36",1.12847290576627e-05,0.317224361473389,0.732375197529312
"2629","MAOB",0.00638109783112163,0.536468989258337,0.862557982729091
"2630","TFF3",0.937381876579375,0.038089554920172,0.335773961781813
"2631","PLEC",0.000422848234113883,0.737704174890074,0.931922302914779
"2632","SRD5A2",0.422015380515227,0.876728054817755,0.974330887638705
"2633","GLI3",0.000339189936362789,0.108727586060513,0.51418854293499
"2634","DHX38",6.95100871988943e-05,0.484970699475816,0.835963356905073
"2635","RPL35",0.000684209032891852,0.148976166121564,0.570056694014953
"2636","SEC24C",0.0147339753019607,0.422222272398176,0.809531167519256
"2637","SFSWAP",0.21156937756056,0.849138908541421,0.967233602024095
"2638","AUH",9.04748867211497e-05,0.943627622094331,0.990667083078381
"2639","LMNA",8.54913250101372e-10,0.585775758818573,0.879020210059158
"2640","CHAD",0.0134459285770329,0.978884263464702,0.996764116665666
"2641","CLUL1",0.0236055692989173,0.871388617477283,0.972870540105928
"2642","NCOA1",3.59911691310727e-15,0.676043213487983,0.904279183319784
"2643","UGCG",0.0408535440705001,0.0253770208161412,0.269748332378982
"2644","DAZL",0.876937561000239,0.897812110210689,0.980214262324674
"2645","TFAP4",1.92552867813116e-06,0.734281005560562,0.930845548581567
"2646","BCAM",2.61544473208943e-10,0.699180519567407,0.917062823722803
"2647","ZMYND11",0.000414064932526929,0.183451012546354,0.606549888852902
"2648","GALT",1.24946661202626e-12,0.713573327083713,0.921464768832511
"2649","GRP",0.0806553458007138,0.817541331912779,0.961077464743016
"2650","SRSF6",2.47319933840235e-05,0.829320637747184,0.966969684819563
"2651","HOXB2",0.678801752182737,0.106795928833141,0.512232646494608
"2652","GMPR",0.94964696540964,3.99777069603589e-06,0.000706067809084493
"2653","WAS",3.3715068283273e-05,0.869093249805719,0.972089616832613
"2654","CRY1",0.0469742796613167,0.341588562042114,0.746080054945699
"2655","HBQ1",0.00930503143920088,0.837192641815156,0.967110121517665
"2656","HSF1",0.415815699877374,1.01402579897023e-05,0.00141103226329433
"2657","VEGFA",5.7812926431562e-08,0.322277601503675,0.734329712245657
"2658","KITLG",0.00344174170753569,0.650857562010778,0.896755879848003
"2659","CHN2",0.0151981213165902,0.0852316260385093,0.472043086882608
"2660","ARSD",0.00380979547326716,0.779364580061407,0.950303279777478
"2661","HTATSF1",0.129594707351192,0.236071002649376,0.660305466915349
"2662","INA",0.183034487739264,0.710857926912357,0.92080665737138
"2663","DUSP4",0.00140008856849032,0.183602862697198,0.606549888852902
"2664","CD1D",7.30244398080497e-07,0.396957845676514,0.795301233571794
"2665","BDH1",0.0140342295636664,0.607238134111009,0.882134304351433
"2666","PSMB8",6.94811609703126e-05,0.611011929269326,0.883149757382671
"2667","LPGAT1",0.000380369153325219,0.717595671127475,0.922825139191403
"2668","CAD",0.00233419688344634,0.861482787516051,0.970776768448233
"2669","CDKN3",0.10763905411925,0.427486368955731,0.810266984215346
"2670","BMPR1B",0.141752327530771,0.309444554478251,0.723669929476074
"2671","ADH5",0.00076418079631129,0.834011488462532,0.966969684819563
"2672","CLNS1A",1.10057767646739e-07,0.993430457428399,0.999570357350501
"2673","CDH13",0.0405137759979831,0.232225796768936,0.659030208887978
"2674","TSNAX",0.00377636603293847,0.44301594638878,0.818707805504395
"2675","RAB40B",1.88519624690769e-05,0.162853634856861,0.586858206966696
"2676","MYD88",0.199239392825045,0.967556407130294,0.995033140458641
"2677","DRD5",0.0359392220402709,0.174956176597761,0.599104222920894
"2678","TWF1",0.00585284139181574,0.882518871273283,0.975805479239111
"2679","CDSN",0.733243935710975,0.107503725640596,0.512625855250364
"2680","PRIM1",0.0147977250806998,0.0385459363516563,0.335773961781813
"2681","MAPK12",5.42790957694915e-07,0.187959137586946,0.612542380710573
"2682","TH",0.00476148192537719,0.377542007249288,0.77847907377132
"2683","CYFIP2",0.114104711216348,0.00025169034873896,0.0144470260176163
"2684","TUB",0.00223021919343717,0.73938246155549,0.932313700842772
"2685","LYL1",0.0620178072736988,0.174029478890244,0.598509374490348
"2686","THBS1",6.04976016741446e-08,0.363316509597409,0.764667824760532
"2687","HCFC1",0.000886897902769752,0.398912811616672,0.797092461616317
"2688","SP4",0.00997400101380747,0.00747609072905827,0.140178027279382
"2689","CLIC1",0.00032692862976553,0.0268909207109885,0.276248563545546
"2690","PPWD1",0.127814198662849,0.844161992516208,0.967110121517665
"2691","RNF4",0.0834816634566219,0.652811503519742,0.897303024701527
"2692","TWIST1",0.250214731719834,0.561748780041514,0.873875520804112
"2693","CLEC2B",0.509406852553259,0.0265797316957612,0.27489668456517
"2694","MPP1",1.1907983333792e-07,0.638943331213498,0.893537267951003
"2695","EFNB3",0.11423789638025,0.330585875200838,0.739170188068787
"2696","CEACAM4",8.2145099411836e-58,0.662500699452598,0.902195495814451
"2697","CCL20",0.0792724379351014,0.738615263045119,0.932213921183839
"2698","THOC1",0.0087674423712674,0.0936754983199254,0.487343485911868
"2699","HBE1",0.0579162087399787,0.35890946388166,0.760787614057144
"2700","CBLN1",0.258560609600192,6.95171566557615e-06,0.00102975091407502
"2701","RBPMS",0.0481879765524737,0.469607893711232,0.830313851944474
"2702","PLAC4",0.00185178909473409,0.439780385770277,0.817501814776199
"2703","PDE6A",0.00110543746122641,0.910005280387967,0.987182671283143
"2704","DSC3",0.00598948810714826,0.369960358950104,0.770378329838705
"2705","ITPR2",1.03188120598777e-08,0.398165212714648,0.795983742614568
"2706","PSD",0.00357199445454465,0.405232129225236,0.798159327977204
