"genes","TE.random","pval.random","tau2","I2","pval.Q","num_exp","qval.random","qval.Q"
"PTBP2",-0.109297247175617,0.071482122738626,0.0249923200603239,0.769698830929461,1.11475441932783e-05,10,0.471723255696645,4.15505636878149e-05
"NKIRAS2",-0.0484540446851087,0.356836347469088,0.0178252706812856,0.822957999982445,7.49964883607281e-08,10,0.766994667448814,4.46114466143808e-07
"PDLIM5",0.193314675818236,0.0766347887066669,0.107808332181394,0.914001068866659,1.79612048349001e-18,10,0.482289601707046,8.17641488776669e-17
"RIN2",-0.209320148597092,0.01832565263246,0.0667556548371405,0.817452946467758,3.47078812475287e-08,11,0.264281542775471,2.22889819233198e-07
"IL7",0.0335155185711739,0.532439352476597,0.0185146628665258,0.672222013848975,0.000707008743881891,11,0.850779830933104,0.00176437732350418
"PRKCQ",-0.00287770682564412,0.968952133974007,0.0458345062190325,0.788995173460328,8.01110471934887e-07,11,0.993807409255903,3.8183311648307e-06
"RYR2",-0.0257817794513242,0.756169573333505,0.0546959681722691,0.822875974436316,1.68500330933855e-08,11,0.932632655610728,1.16121322034879e-07
"FMO3",-0.0306350312173456,0.794444846744281,0.116452565079233,0.787478006412359,9.23171880888413e-07,11,0.942259797552934,4.34283301948091e-06
"ZNF366",-0.0295683079443166,0.783786006166497,0.0800828401534368,0.855657619558016,3.65197493233495e-09,9,0.939728881693706,2.89078737508023e-08
"KCNK5",0.00774657652928447,0.91029477405981,0.0287536723461364,0.769300256523858,1.14645141461255e-05,10,0.976661977437924,4.25674933375174e-05
"CTSK",0.237869962769971,0.0109558501153908,0.053846343392469,0.622173149783045,0.00316018236450238,11,0.208848761150075,0.00674800601012027
"GALNT13",0.0127756107616827,0.894749220547154,0.0635381766800499,0.803811334273862,2.29450778491438e-06,9,0.973116410211918,9.8680194878127e-06
"DDT",-0.0248729490218815,0.855145803000077,0.0919592775883237,0.861205948017422,9.39110377627649e-07,6,0.960949447661573,4.41588697739666e-06
"FAM46A",-0.124577565658651,0.151946158549017,0.0523201034763159,0.851387557652026,7.44360700289043e-09,9,0.605703439010716,5.55152723829173e-08
"BCAM",-0.117047567507551,0.261542856751423,0.0789083841082998,0.849743171800215,1.40308709967809e-09,10,0.704818234927226,1.2092277824327e-08
"LOXL4",0.0237980619222413,0.791282747316908,0.0563642141568246,0.842034683725793,3.07269079063603e-08,9,0.940873244438042,1.99609075674947e-07
"RGS4",0.0984920658773544,0.210438834604289,0.042111639674922,0.707659250789832,0.000170384686106648,11,0.663515605489948,0.000486493647537881
"NFKB2",0.115984011547883,0.08593978018412,0.0338396720127471,0.723228330438329,7.99263256619885e-05,11,0.501254331018864,0.000245497448662864
"CLDN18",-0.0547421113417776,0.701808403618602,0.123563073252483,0.783955609959617,1.13663524834952e-05,9,0.914668982079319,4.22681853220235e-05
"KLF7",-0.127763657431888,0.26873720013938,0.114044298985859,0.915375340323665,8.11521305013796e-19,10,0.710542414913448,3.96347662471009e-17
"CAP1",-0.13364906779753,0.0964727320942609,0.0580568334124042,0.877273110775166,2.5706467040944e-13,11,0.522703257857227,4.67385026598987e-12
"C19orf21",0.0663025444490271,0.774471508823303,0.235289378662298,0.943965564135946,1.15768426512241e-14,5,0.936965906133069,2.69348585001045e-13
"USP32",-0.0641895496162262,0.551167445889561,0.0913450177895352,0.936566587198169,1.8032031572814e-23,9,0.857426373449917,1.82797825948438e-21
"SLC9A8",0.0219628380827375,0.72655616392774,0.0288747015277479,0.809910161562021,3.38307286924013e-07,10,0.923023736572666,1.74745020586933e-06
"LOC654433",0.115257537196198,0.677222301243428,0.223886537990862,0.858278612043661,9.71346159636085e-05,4,0.906313196376608,0.00029236113764396
"GPC6",0.0170570928956898,0.899026625596596,0.125414932466433,0.832846218531329,1.05068571009776e-07,9,0.974080087828681,6.05442897719815e-07
"LGALS3BP",0.0452152788118119,0.656182613364057,0.0894188151015398,0.872468451916493,1.02724075785593e-12,11,0.900427949305044,1.6578085461398e-11
"HSD11B1",-0.0633392678017071,0.431843073536308,0.0421787697586079,0.747459043775155,1.99446670218222e-05,11,0.808432482558233,7.00138194726472e-05
"IFIT1",-0.117307340236708,0.364729956994221,0.148171709879782,0.816887865386683,3.73231229494387e-08,11,0.771419062845611,2.38037268675947e-07
"HEATR1",-0.0156706607680258,0.789756567257767,0.0263970579991665,0.883935856493848,4.9633417131019e-13,10,0.940659826977441,8.53532042138343e-12
"PTGDR",-0.100994115362634,0.426947536820136,0.14635453585194,0.842614200832045,7.70967395528197e-10,11,0.805806410365992,6.95369358949862e-09
"TSPAN2",-0.0186002357156122,0.848896291324375,0.0796982439928326,0.868627663791551,2.98480084631557e-11,10,0.959563146056805,3.56153758749039e-10
"NME2",-0.00589521563705538,0.974958791595468,0.168274143959229,0.957875144063858,1.16453022048593e-19,5,0.994862914897615,6.50384736797779e-18
"PDE1C",-0.0679584004165888,0.458810631426058,0.0792855716885306,0.883759172506094,3.2714179978018e-14,11,0.819983575745374,6.95526869410467e-13
"PTPRD",0.0353727606836892,0.794484099849391,0.158172356729106,0.860303139893274,1.86608065635841e-10,10,0.942259797552934,1.8861720986996e-09
"ATF6",-0.0681175992899803,0.340528347368394,0.0431666218205429,0.881333699184779,7.27055721515408e-14,11,0.758610450057253,1.4646889539363e-12
"PPARG",0.0779591628705764,0.432754840183914,0.0730963093125644,0.736952066140989,3.77108271269981e-05,11,0.809125691159572,0.000124636866588094
"AP1S3",0.039721826867636,0.655854392218683,0.0595121258606931,0.88708074644623,3.33230751055633e-12,9,0.900212431543696,4.85498691468554e-11
"KLF5",0.076267115741927,0.399898085939024,0.0626540295103103,0.814945075389339,4.77380033230713e-08,11,0.792707214386181,2.98001243512482e-07
"DCAF4",-0.0619026258954035,0.20872389057729,0.0146320442040623,0.786768879969838,9.23961818460116e-06,9,0.66179772707901,3.50454752302896e-05
"ISOC1",-0.0791952631812108,0.267952644572817,0.0339135736216292,0.866775493788748,4.55896820744875e-10,9,0.709740606756027,4.27099725120443e-09
"FAM3B",0.0597618673586377,0.722577958914759,0.201383068000849,0.836205094159205,6.81817285333936e-08,9,0.921829442403574,4.09107327611337e-07
"CDH1",0.12117022808485,0.18294607244995,0.0699954418144154,0.88545407468533,1.83325362204359e-14,11,0.639145654503322,4.06160790992155e-13
"AMIGO2",-0.184191444618002,0.0804916827859088,0.0865141149666088,0.849255367934468,1.52904096927405e-09,10,0.490819445618563,1.30738714947968e-08
"CX3CL1",0.0504199041456525,0.680464065101338,0.111371678720756,0.753907737120068,1.30916800549655e-05,11,0.90750863515785,4.79161050798168e-05
"CSF1",0.155275206001753,0.0279197774679461,0.0297442053830431,0.642291948133011,0.00279900400431864,10,0.31792017361716,0.00604471622021087
"C6orf105",0.0489866500643834,0.840233546751524,0.238476337320559,0.862400119942969,7.56629140614234e-06,5,0.956564953986039,2.92644938691882e-05
"CHIA",0.0145081686966693,0.921481052066073,0.128439307388441,0.803189390011055,2.42526066067939e-06,9,0.980877673307957,1.03822327821525e-05
"PRKCB",0.119436920732276,0.275144348277909,0.108075053077403,0.888598339328416,5.9617596659206e-15,11,0.716843644547809,1.4485334890198e-13
"SH3BGRL",0.0680621921997143,0.386729936901436,0.0409910516826904,0.782736999647941,1.24110347381463e-05,9,0.785737531589132,4.57511130828504e-05
"TMEM87B",-0.0937688465349412,0.24029478710246,0.0463800296878714,0.853139682505948,5.58709636898787e-09,9,0.688126809040889,4.27122541491034e-08
"ERGIC3",0.0961131728909898,0.194246929112777,0.037184032721062,0.869555518484094,2.5557179745337e-10,9,0.650193626346278,2.51475561058624e-09
"C3AR1",-0.0508956684253529,0.680824234296129,0.132080280715223,0.805342826845634,1.49073068576943e-07,11,0.907548976212036,8.31219303340861e-07
"MID1",0.0363165905602924,0.637934345978634,0.0418405559548348,0.841403913494368,3.35952218183907e-08,9,0.892126227014364,2.16493567524656e-07
"CYP2E1",-0.0334066815516157,0.701099218173442,0.0687555214245604,0.863827179872048,9.58152300636236e-12,11,0.914445931282876,1.26255273388588e-10
"PRKDC",0.0417070403145422,0.617466332082346,0.0637186966267909,0.912831466521728,5.94074124190904e-20,11,0.883921335834269,3.50044968927088e-18
"TNIP2",0.0201387700262579,0.800662500473516,0.0468132970639444,0.814105059232095,2.13663766724847e-07,10,0.94486014110714,1.15300060384039e-06
"DAPK1",-0.0337619821759742,0.785298911949221,0.131470023382464,0.856198508671519,4.24306352109672e-10,10,0.94029992060845,3.99424087294189e-09
"GTPBP2",-0.00736564186159419,0.903483023779456,0.0263963632219319,0.777937072980251,6.09201990875972e-06,10,0.975177334826472,2.39501652824908e-05
"CYBASC3",0.355973988676255,0.00390584338196187,0.0564519331854836,0.792276838561083,0.000699819207998467,5,0.119741147746625,0.00174860584417761
"VWA2",0.0828105672346331,0.520047266777432,0.0573223926614257,0.738101131501282,0.00416710404198499,5,0.84531356602204,0.00861744400625455
"ATP11B",-0.0181030527025508,0.839972476022629,0.0710617146578144,0.893047269341217,2.4120461920285e-14,10,0.956564953986039,5.25704051265326e-13
"ACR",-0.139613533651772,0.0894628489812026,0.0487623524786045,0.792774984766672,1.79632187453806e-06,10,0.508734702707317,7.91451020215116e-06
"ANO1",-0.174307617234846,0.283153595888941,0.228120917338739,0.878663478566866,2.3001820718111e-12,10,0.72315079542276,3.45127443075786e-11
"PSMD7",-0.138485427848461,0.0659591589182595,0.0537699827800791,0.865037436960402,7.13679208576495e-12,11,0.456903998627863,9.69534812236773e-11
"SRSF9",0.101735758527106,0.301072185120548,0.0400475233959871,0.909849321369836,5.37465825034127e-09,5,0.734148310186581,4.12712856798166e-08
"UXS1",-0.0777060498184287,0.448591214273133,0.0944029509546603,0.914802567099331,1.13371506417816e-18,10,0.816798797732906,5.4070242094122e-17
"EPS8L2",-0.0215782273856975,0.837880856372536,0.0924020602973185,0.911652003432623,6.58291435583186e-18,10,0.956183359363454,2.74785423292656e-16
"SLC44A1",-0.119977351813969,0.200678567644437,0.0690975592647652,0.87891820740084,2.96242282250818e-11,9,0.656564552745275,3.53833541775519e-10
"MYO18A",0.0395150263221589,0.524459010525192,0.0160775733415613,0.76920083280597,0.000222964736972224,7,0.847813905992717,0.000620851868001403
"C19orf22",-0.0543085716739954,0.616269827798647,0.0407821799540417,0.867765177097056,4.35466689632139e-06,5,0.883466555870348,1.77175460720988e-05
"POP1",-0.0444877887172488,0.271556834410397,0.00906843308675465,0.575722458345987,0.00882891344973105,11,0.71408350469692,0.0167320080749086
"NARS",-0.0530688185654622,0.423315936087694,0.0352084762204575,0.82234658499412,1.81194592959495e-08,11,0.804459626803476,1.23389273054861e-07
"NR2F2",-0.321985352480385,0.0742065035122867,0.289799587890813,0.914488452910486,1.35919352544463e-18,10,0.47670611558594,6.34299075210882e-17
"NEO1",-0.0141521249328491,0.899941045689592,0.114678485752809,0.892665467668303,2.76758459265718e-14,10,0.974152165164556,5.97258617773164e-13
"MRTO4",0.130147503609115,0.404012663456605,0.192911881173315,0.890378066067049,1.25173478467282e-12,9,0.794578094621523,1.97906980011803e-11
"ODZ1",0.0565627129717483,0.74605633123213,0.107864195868976,0.897324213206902,2.01504700971624e-06,4,0.929193961515672,8.77722318169773e-06
"MDGA1",-0.0932752481574871,0.387953450657525,0.0799740089302637,0.851379674975458,7.45310041082892e-09,9,0.786856031569034,5.556889790237e-08
"TMEM120B",0.0857358822683741,0.557589495685631,0.178516801167468,0.92653426510369,6.4241796367977e-20,9,0.859284731886,3.73484776137393e-18
"KIAA0368",-0.100623274161756,0.10607123419621,0.0332041418751665,0.907594753855019,1.21933466457277e-18,11,0.538724497868658,5.75712083212274e-17
"SMARCA1",-0.00322021052750792,0.972170735696726,0.0747176055296444,0.869720174516728,2.30395797739387e-11,10,0.994577402132439,2.81884351524249e-10
"HHAT",0.0159635840837601,0.785880864961152,0.0253358325895634,0.789338647626287,2.42357918621019e-06,10,0.940300034184272,1.03768757809571e-05
"SNX16",0.0165177617971816,0.834013854842626,0.0456146691145289,0.775223248576391,7.47361890234621e-06,10,0.955311668465471,2.8919968445374e-05
"SERPINE1",0.297820645870371,0.133186454648664,0.336612026795922,0.847986336853158,2.86947198364984e-10,11,0.583876477792057,2.78710751004508e-09
"GSK3A",-0.0404120690026373,0.512060054913777,0.0317223160872026,0.816262166545917,4.04266917699653e-08,11,0.842331893048868,2.56272935452957e-07
"SAMSN1",0.195601172303192,0.16531037571039,0.15384587391937,0.860280961286221,1.87463887955262e-10,10,0.620885945240531,1.89244402706971e-09
"EAF1",0.145287339076196,0.100525234363712,0.0565155892254921,0.907848982848901,2.05801751775955e-15,9,0.528972362292476,5.35639575523028e-14
"TXNL4A",0.140409913996403,0.390116939957028,0.253764194811967,0.942275003960725,5.24471704125952e-29,10,0.787464498903011,1.33199250583651e-26
"NLN",0.0231313499016379,0.810181574717825,0.0579926765445918,0.83514921795631,4.23506059339292e-07,8,0.948205231783505,2.14888132359182e-06
"TRIM45",-0.171794286421661,0.093376094195631,0.0789560114196424,0.874133635120152,9.29257513725296e-11,9,0.517410509541002,9.96010485724132e-10
"ALS2CL",-0.12875285600339,0.112561727860625,0.0487974870623217,0.887971437141964,1.38545115480661e-13,10,0.551298128947607,2.66136783535184e-12
"PSD4",0.12447077953161,0.0921956880038918,0.04031144842918,0.789470350769763,2.39638695438528e-06,10,0.515385858310912,1.02768624330703e-05
"TSPAN31",0.0452699772797468,0.486746773850754,0.0357046473313718,0.872848073144458,9.24437201652405e-13,11,0.833303016582498,1.50702002461267e-11
"C1orf116",-0.00553567266740642,0.965074217221968,0.120867049584094,0.834305611851389,1.64325034952099e-08,10,0.992494394330741,1.1347081048338e-07
"CAMKK2",-0.0139646004291,0.8357883138252,0.0305496334788926,0.814737634546291,1.98970965422124e-07,10,0.95586972854614,1.07950809146382e-06
"GYG1",-0.0181803267586998,0.861570240469941,0.0929188814606058,0.871207652988273,1.60751018557817e-11,10,0.962571097689386,2.03272399647952e-10
"NQO2",-0.193984538745123,0.00472127455677264,0.0357328705840954,0.725441289180948,7.121172134574e-05,11,0.134328055697233,0.000220923903935794
"RABGAP1L",-0.0732904213166278,0.489903864284753,0.101121398656048,0.877685017582826,3.01121995227061e-12,10,0.833783040190389,4.41115384264924e-11
"MITF",0.0369028511808809,0.684434577163607,0.0805129927811439,0.874615989184565,5.60737196935731e-13,11,0.907595678222712,9.53411300244424e-12
"LRRC17",0.100577544911167,0.0572639916768666,0.0151397371219221,0.710288595255663,0.000150904114515597,11,0.431504803850431,0.000435906708768933
"GBP4",-0.0779578182155923,0.564451577787565,0.122223533516227,0.806148200469272,1.85680940569663e-06,9,0.863702336736096,8.14904200263315e-06
"FNBP1",-0.142992851620501,0.20378221883839,0.110505554082238,0.893495596775525,2.04972363959144e-14,10,0.658854007415881,4.51631801391988e-13
"SLC15A4",-0.0777994728967481,0.475449442763326,0.0851588847743107,0.902926048598686,5.52912851907326e-13,8,0.827084763185566,9.42099461720908e-12
"EPS15L1",0.0165568912332432,0.791023408262371,0.0232307312575818,0.862431590364527,1.07215904920149e-09,9,0.940873244438042,9.45121716480977e-09
"PSMC4",-0.047159807765911,0.482772163807073,0.0328926240088818,0.748392065775589,4.35513252320557e-05,10,0.83115425903449,0.000141593157778441
"BAG1",-0.0772565937174895,0.215088208290035,0.0319224120895051,0.834266055728899,3.12827281707837e-09,11,0.667365380840236,2.51670017531343e-08
"SDHB",-0.0452436453117144,0.522045592384941,0.0420594718706146,0.86719969998186,4.15719668980772e-12,11,0.846629007670066,5.93846563262231e-11
"CNN2",-0.0913806512159664,0.354652279505655,0.0882691401207273,0.840919792840055,1.03756473276727e-09,11,0.766234784539318,9.1663582231695e-09
"RABGGTB",0.00316136418241158,0.973587068226879,0.0797361957058208,0.899300510712663,2.17307626340828e-15,10,0.994821337070742,5.63155864739544e-14
"ADRM1",-0.0687170296150996,0.281577322436314,0.0294603589678401,0.802562519804468,2.02716818115224e-07,11,0.721803661115698,1.09859583797529e-06
"MSL3",-0.0311618088738799,0.594232417969572,0.0238134340655573,0.809453764563019,1.36331004424518e-06,9,0.875748852760161,6.19562656573808e-06
"FADS1",0.0677370132510148,0.724531863285496,0.149138922766,0.880254646008876,9.87168026220778e-07,5,0.92254105046174,4.62473844051043e-06
"ELANE",-0.0121687710866794,0.860043672164329,0.0315332921489215,0.792961261150315,5.73160903265285e-06,9,0.96186096459111,2.26773583356535e-05
"C3orf26",-0.136713958500545,0.130009081533352,0.0316485100605425,0.866269647292095,5.10307971784279e-06,5,0.577689806373979,2.04453677104605e-05
"TMCO3",0.173439374180316,0.0686984057816969,0.0703046170426182,0.917170963652522,2.12653597944367e-17,9,0.464240417365146,8.0544636697076e-16
"TRIB1",0.336447277540323,0.00758392657473863,0.118206477426888,0.771239387196552,3.70496922040189e-06,11,0.171648589557898,1.53090927180401e-05
"BNIP3",-0.268205630523665,0.00979658579119539,0.0892815836743302,0.805503997419894,5.35753896996954e-07,10,0.198010828743899,2.65478214681567e-06
"HSPB7",-0.117411535984682,0.23635359102932,0.0744631486876741,0.805604634145866,5.30290935938042e-07,10,0.686040725940632,2.62987243810424e-06
"CYP2R1",-0.215673041164289,0.00638723526344018,0.0505360983252208,0.854338628616974,6.05804324862305e-10,10,0.15671377997458,5.57503048316874e-09
"PLAGL2",0.125283545507608,0.216055562668237,0.0966133497151178,0.886310082936636,1.35896305632419e-14,11,0.668218505383483,3.0961002511741e-13
"CCT5",-0.100374370766991,0.0550321512785761,0.0192439049591927,0.7118533695451,0.000140218367981112,11,0.423221705183389,0.000407792739185184
"SIGLEC6",0.117505034530293,0.20549732226364,0.062392923373679,0.764205215614896,1.62569235662785e-05,10,0.660021938244071,5.82636356036247e-05
"WDR67",-0.160806865381628,0.521188339353595,0.283482148056942,0.886080155862885,4.40480515273144e-07,5,0.846151979373256,2.22518287102076e-06
"ITGA4",0.115481264214785,0.0973233384949315,0.0363295333855664,0.693812142958359,0.000310665894707338,11,0.523900086538869,0.000837104762296621
"SHROOM2",-0.0286639388198996,0.708502677483934,0.0428991226184044,0.814043751612272,2.15138224139645e-07,10,0.916858091102337,1.15966039629518e-06
"NDUFB10",-0.0998049175066649,0.18968768114872,0.0341928411714874,0.855648528634059,2.85197955440093e-08,8,0.647239508381767,1.86627910792057e-07
"PRR15L",-0.281822279750862,0.00106427113917132,0.0387859494228768,0.601663156512442,0.00717561830691039,10,0.054172299102925,0.0139393029702759
"BECN1",-0.0479208591309039,0.221973798671605,0.00983207447635377,0.692480500424454,0.000328079658033993,11,0.673990093786642,0.000879117937515121
"TTYH2",-0.00921332685692485,0.903791783454147,0.0444710370967314,0.805107078542316,5.57792340952571e-07,10,0.975177334826472,2.75211775258951e-06
"EPHB3",-0.0920908866841457,0.3337175892162,0.0825456498505858,0.880317283825115,1.0058348388575e-13,11,0.754905997475403,1.97620335155659e-12
"SEMA4F",0.0669458848697856,0.260910638569552,0.0263585156025555,0.808046221955006,4.12076777156047e-07,10,0.70449134610551,2.09703794915071e-06
"ANXA4",-0.0591289381666802,0.455342473650163,0.0561813771026232,0.859776897783877,2.46948489836628e-11,11,0.818904470783069,3.00157491903694e-10
"TRIB3",-0.068546697769306,0.407682481981721,0.0489739691207798,0.820247813670752,1.04556048877813e-07,10,0.796042055415722,6.02777488954598e-07
"WDR77",-0.0319567544301038,0.62969209532482,0.0357441090929905,0.827517173028563,4.18110789517388e-08,10,0.888714898151619,2.64562261177184e-07
"ARSE",0.08003329424932,0.355069151998181,0.0597712751287996,0.815335235464228,1.85930072225623e-07,10,0.766234784539318,1.01560671328676e-06
"AP2S1",-0.17456010051513,0.0125970217912306,0.0292493125688307,0.716033479288222,0.000224899550793,10,0.221683694206434,0.000625565075165173
"ZBTB22",-0.0303541045877695,0.61485565049228,0.0257887698269305,0.822724508532801,7.720758868338e-08,10,0.883122155723442,4.57912362872151e-07
"DHX8",0.082248367247669,0.201967785101493,0.038508633090558,0.917749786548072,2.41740757056025e-21,11,0.656898995840351,1.78363279678615e-19
"ADCY8",0.0412037016842461,0.491593307342531,0.0241892352907387,0.749094504793581,1.79657309408475e-05,11,0.834265266555085,6.38002929658269e-05
"APOL4",0.0668661669908688,0.537570754012032,0.084670105305486,0.848663398600008,1.14669838823598e-08,9,0.852817570989862,8.20231011353972e-08
"DYRK3",0.25720787367551,0.0183131561853273,0.0955293064202383,0.879274806875562,1.93938782048549e-12,10,0.264274249197642,2.95029066487096e-11
"MFAP3",0.0457264582365855,0.693320562594956,0.122265195709847,0.9180331294964,1.61456371382536e-19,10,0.911097233863208,8.79335862832155e-18
"DIXDC1",-0.126136386700693,0.264813498335687,0.0951136759555375,0.852781759498781,5.92780175359901e-09,9,0.707704394588516,4.50882953685635e-08
"PHF20L1",-0.158311169555597,0.0779928813897833,0.066304991784137,0.878010541544634,2.75450072019308e-12,10,0.485575336179474,4.07065831371226e-11
"AGER",-0.406534469627149,0.0177913972365342,0.252081910311204,0.861839315508943,1.53611625264227e-11,11,0.261739659223086,1.95062509618421e-10
"ZMAT1",-0.197637222460347,0.178147728191558,0.150124312247114,0.88231635993371,1.91573476631182e-10,8,0.635515230907534,1.93150575456771e-09
"MRPL12",0.0951064873711423,0.509803082274979,0.156110408662321,0.914858067274648,7.28274548265496e-17,9,0.841314566761178,2.51734670859622e-15
"HPSE",0.141326650306842,0.107932939098114,0.0575978232618214,0.81857548063425,1.27669692742545e-07,10,0.542181557697313,7.23530265793749e-07
"F13A1",0.122785390928564,0.374207232622834,0.154185918161906,0.829034337382794,6.98536044159721e-09,11,0.778245873495808,5.24217080480298e-08
"ROCK2",0.105284816757893,0.383449068089963,0.134475641604315,0.914322748467561,1.49485137018812e-18,10,0.783824084199486,6.86976743019596e-17
"HEATR3",-0.0126440411978154,0.888073421088552,0.0687658875751188,0.842682768582214,4.60809237716151e-09,10,0.971637376682545,3.58759099011861e-08
"KIAA0182",-0.115653127046746,0.392192800039742,0.0816757138403928,0.907458461984742,9.29825087201482e-09,5,0.787790925478359,6.79139724059868e-08
"ANKRD44",-0.031636226066229,0.805745607673247,0.130772461965497,0.898525637313966,8.37591202524747e-14,9,0.946042351274146,1.66659486668081e-12
"LARP1",0.0194031339927172,0.84906428827944,0.0931875565331122,0.901436881784212,8.87696996472326e-16,10,0.959563146056805,2.50204035442615e-14
"KRT7",-0.131807882561912,0.390030126823506,0.183747944732312,0.841885954224622,5.23273410824741e-09,10,0.787464498903011,4.02968962111986e-08
"LMNA",0.278501040291475,0.0804756813987942,0.23352097215237,0.878985680608298,1.52558288647692e-13,11,0.490819445618563,2.90740428925977e-12
"TFPI",0.00548003973890401,0.967210557197906,0.166809275293996,0.876867698989015,2.90212869488984e-13,11,0.993102794721038,5.23315837231743e-12
"CEP70",0.0365686592461296,0.629323706998248,0.0449590479498526,0.813198447212946,2.3641924842802e-07,10,0.888545226697646,1.26280434067364e-06
"ULK2",-0.100781930971887,0.197172684192507,0.0505694781198582,0.863729961298235,9.02964008881181e-11,10,0.65294348274556,9.71280099967733e-10
"STAT4",0.0255006632021215,0.793837121825756,0.0839521029057414,0.812146042972301,6.74011286111029e-08,11,0.942054411405736,4.04826245954712e-07
"RIOK3",0.0123852086193235,0.899442808269002,0.0722368024781121,0.836044455578208,6.96363980314758e-08,9,0.974100020043836,4.17213155029902e-07
"RUFY1",-0.0094798658126873,0.878552508308266,0.0303028305465118,0.808128730376119,4.08530060482736e-07,10,0.968739707597273,2.08208803744549e-06
"SEC22C",0.0856061441448001,0.49516717300338,0.125353743450378,0.921585982909194,1.64705558461998e-18,9,0.836239080524905,7.54051424860081e-17
"DUSP7",-0.114261469737728,0.0439924493306214,0.0216828825722823,0.642111954119386,0.00184445491524353,11,0.387091839897849,0.004160931626001
"PTPN18",0.00427391320527834,0.969247247638637,0.123531935273967,0.91661660014035,5.23329308833763e-21,11,0.993807409255903,3.59725533738809e-19
"SYNJ1",-0.0465785180075874,0.445453142154691,0.0273633892499588,0.868598286288504,3.00546518530893e-11,10,0.814632605227487,3.57911443859568e-10
"DDX21",0.159032632606152,0.264863236993521,0.161846002469733,0.873538829273356,8.98212197501148e-12,10,0.70775892335172,1.1913779928043e-10
"KLRF1",-0.148528221328196,0.312678098773336,0.172462858185961,0.848044699020325,1.88790346163048e-09,10,0.741132182837634,1.5826770958568e-08
"AGPAT6",0.0988468620164897,0.244564882580122,0.0486672030392329,0.862505430397461,9.56504019060854e-09,8,0.691629383391345,6.96997054300248e-08
"LIN7A",-0.153201141535354,0.0288448517402836,0.0306382240198737,0.685242234561528,0.000758667899351994,10,0.322792086242033,0.00188123128547436
"TGFBR3",-0.310900839072551,5.13708463829143e-05,0.0420956464776882,0.73795683567582,3.55695485037123e-05,11,0.00751166309503378,0.000118174951356247
"ADAM12",0.171113951532042,0.0740720948017152,0.0700283548735973,0.803608700034372,6.48446117815204e-07,10,0.47670611558594,3.15233920703756e-06
"CBLN3",0.111751541736871,0.0839827525182814,0.0183416352983865,0.614971605165726,0.0111817243328158,8,0.497704468156626,0.0205751573351012
"TUFT1",-0.0958990988908393,0.287282058698334,0.0602971491437851,0.865603969180868,5.97147667099046e-11,10,0.724959158750162,6.726135277357e-10
"C10orf119",-0.0605412913346745,0.657655913553544,0.0474514525013813,0.872608768208126,0.000389816741672216,3,0.900747904576197,0.00102698280479641
"CYP27A1",0.0792447788057056,0.407825469942247,0.0595998257673008,0.770774167666605,1.0329900681124e-05,10,0.796084556091957,3.87182715136677e-05
"BTNL3",-0.0957523220254585,0.285951120871768,0.0395093375470338,0.659012909052419,0.00176062262729736,10,0.724959158750162,0.00398903599913213
"C21orf82",-0.0963794862431289,0.763597288040841,0.284851776811213,0.928296482724913,8.77387362241544e-07,3,0.93408147142671,4.14098687183132e-06
"ZMYM3",-0.117664282379854,0.178381389191265,0.0663359759627486,0.887497161110089,1.61762431840394e-13,10,0.635515230907534,3.07552576281575e-12
"MUT",-0.0606900522220259,0.241304046430998,0.0220221906048373,0.766752931199566,5.23988348022848e-06,11,0.688973450005709,2.09309054184557e-05
"RGS2",0.124899888158245,0.340504471615969,0.120893939871315,0.740118131550058,3.13131102497053e-05,11,0.758610450057253,0.000105157700196224
"DPYD",0.0322332163292072,0.709094809670128,0.0651675683441368,0.849284020307967,2.23472932053829e-10,11,0.916858091102337,2.22064721238169e-09
"HGSNAT",-0.00810517856586437,0.896699632642896,0.0309509975766997,0.824515071292054,6.16549112880123e-08,10,0.973342262068865,3.74498650328755e-07
"UIMC1",-0.102807732977517,0.006579098762649,0.0075234735743436,0.663859786170754,0.00247593172646034,9,0.158259138431139,0.00542420818707969
"ATP2C2",-0.00551443292316072,0.942272989811745,0.0400948392934645,0.803087630788101,6.82913289268195e-07,10,0.986259426180676,3.30458261736337e-06
"NR2F1",-0.100398737715935,0.51927943807366,0.158933747044273,0.873847269061489,1.19306133653908e-09,8,0.844818273931436,1.04104849427408e-08
"NAP1L1",-0.0990919860584465,0.388471430079529,0.127052002087035,0.884779052568426,2.3137758627864e-14,11,0.786856031569034,5.05198825714457e-13
"CACNG4",-0.00326095176151106,0.970981579789419,0.0642858335902285,0.873319863891198,9.49594598378894e-12,10,0.994363965086,1.25332980717109e-10
"RPS19BP1",-0.144884851203652,0.132653874570181,0.0669196992583536,0.913289655782269,1.6146857862996e-16,9,0.583005685092023,5.18741996884826e-15
"LRCH1",-0.0879558573280816,0.18842219195239,0.0312321005824657,0.824344068564523,6.30071391443038e-08,10,0.646394615423177,3.81857132915001e-07
"INMT",-0.660601929538673,0.00291908832325119,0.316136761176391,0.860811984960858,1.266000493346e-08,8,0.101923073770017,8.97848145295677e-08
"GZF1",-0.0288281232723885,0.719837185494206,0.0476432283136415,0.852136370609486,6.59046049093362e-09,9,0.920669623325843,4.97366406833767e-08
