"genes","TE.random","pval.random","tau2","I2","pval.Q","num_exp","qval.random","qval.Q"
"SLC6A3",0.0460731436069983,0.455731639954884,0.0282379241123966,0.722463346663027,8.31406394395767e-05,11,0.818904470783069,0.00025443102584458
"MMD2",0.0239972588175024,0.546781346306241,0.00314423356452283,0.188655285510553,0.285845387125651,7,0.855381319571887,0.341974099032111
"DMRTB1",0.095305620619425,0.289942051328339,0.0401849425285055,0.720666646555609,0.00150374790512511,7,0.726652711586874,0.0034711945758662
"AKAP6",0.0202215755543836,0.725880841413932,0.0255955135141775,0.67267838634545,0.000695714573397951,11,0.922766940777995,0.00173997154684071
"GABRA4",0.0167827742919364,0.564465472112354,0.00139200297705343,0.239231085664619,0.230679413665881,9,0.863702336736096,0.285137671679733
"AFP",0.0479462340535174,0.0769620368930156,0.000100925158152108,0,0.798018736838481,9,0.482861298949355,0.824150246712697
"HR",-0.0280618650105639,0.798918240115069,0.0874113997594167,0.812785175566886,9.86769954127126e-07,9,0.944229468955436,4.62377135040302e-06
"KIF16B",0.139509783234599,0.0345819827702233,0.0326926982977017,0.836449369251548,1.20264179177993e-08,10,0.35116140500723,8.56691423391626e-08
"ATN1",-0.0151750236385568,0.771632616970646,0.0167817952965492,0.611520232859206,0.00410405494028925,11,0.935875879715474,0.00850309433614072
"TGM3",0.0281697275361039,0.286781325910888,0.000206227659209466,0.213488973268267,0.240082451702162,11,0.724959158750162,0.295142632845107
"TAS2R14",-0.0702111656165901,0.121293478680126,0.00943205668256571,0.62815566250079,0.00589954604665862,9,0.563925244356471,0.0117199133361657
"CCDC54",0.0320406097633828,0.230414638183685,0,0.337017319767092,0.159077593778481,8,0.680692499782362,0.207384508839542
"GCM1",-0.0122953195724881,0.668562492177211,0.00110435989362965,0.306430536707528,0.154757801180672,11,0.903339824848426,0.202650826001958
"HLA-L",-0.0171091468288336,0.677109449975196,1.69644798872785e-07,0.304011816229943,0.218837770338539,5,0.906280910881591,0.272370331955529
"OR5AK2",0.121961119799858,0.152443475665948,0.0118923993653206,0.240890265706584,0.253239321279966,6,0.605980161955577,0.308612238838354
"TDO2",0.281259757131942,3.56950980651351e-05,0.016654491439094,0.425718534422569,0.0657091620802883,11,0.00585573962806935,0.0969400429581967
"KCNIP4",-0.0209949656682895,0.783443525432017,0.0310269195705186,0.765961554958816,9.86537384973508e-05,8,0.939645245915966,0.000296452702543976
"MFSD6L",-0.0195859690908291,0.692961743631769,0.00884359794650282,0.461744023549511,0.0719875182003973,8,0.910923394824218,0.10501498588917
"MED13",0.0512839150074627,0.66172332549433,0.110353867899523,0.890698697503188,1.13431859731126e-12,9,0.902163078443634,1.81123129035928e-11
"GIMAP6",-0.135403676828446,0.129327539038251,0.049543396448747,0.713130143876434,0.000255411829594528,10,0.576808837891725,0.000701778978775444
"ADAM18",0.00873392931741846,0.788682298908443,0.00332478704335271,0.405261517589827,0.0972367677017701,9,0.940398782227972,0.135923029799572
"C6orf54",0.026655369027606,0.665396949755969,0,0,0.721666669610489,3,0.902774121732119,0.75617353155964
"C11orf75",0.0526801955644561,0.334683399735313,0.00232587583191226,0.194805671194405,0.290623113788454,5,0.755246948200898,0.346950216050175
"NAT2",-0.0584355701612441,0.404537312538362,0.0339364588859859,0.730509819479956,0.000113905603584948,10,0.794998846501309,0.000338240061254651
"THOC4",0.136581788364703,0.167559419658174,0.0259129766402809,0.6307746988736,0.0434953971339501,4,0.623217964629684,0.0678441123929818
"COL9A1",0.00845742009914942,0.823358981890016,0.00580536340153351,0.520689464885032,0.0334965525605401,9,0.952156339173046,0.054004097803418
"TAS2R20",-0.0732089628109675,0.0399041729176786,0,0,0.760780798855133,5,0.372978141866074,0.791076944101099
"ECEL1P2",-0.470183670533012,0.0738945917562221,0.233949713868638,0.797613342381021,0.000555880353523077,5,0.47670611558594,0.00142013186038239
"DTWD1",-0.00895298074717656,0.858245841864235,0.0157762644364797,0.732029099177386,0.000105552864376474,10,0.961285102473316,0.000315768624775101
"MAP3K7",0.0207770289639541,0.714471130504336,0.0241175480253197,0.751556192625914,3.61549130597933e-05,10,0.918520295105978,0.000119921581989776
"OR4N2",-0.00147932342632795,0.991345269132441,0.0166590469707739,0.199925804317889,0.289796984386231,4,0.997888427244419,0.346152375973395
"KIR2DL5A",0.0146818134369798,0.82245640667304,0.0196494622471679,0.694467502564269,0.00321165336634904,7,0.951800363089965,0.00684458623530636
"CLEC17A",0.0604450960017211,0.703842884315529,0.0629639533427913,0.75577903653059,0.00647112131801016,4,0.915421754540532,0.0127182098435672
"TMEM168",0.0291866139831485,0.135977515664613,6.84676419527021e-09,0.111052770349926,0.340513695870002,10,0.587729676098244,0.396217696660503
"OR52L1",0.00498981054931106,0.870227798035739,0,0,0.858607727099099,4,0.965193716364381,0.876852005575448
"DAO",0.00493321117957788,0.875858043622069,0,0.147949037875355,0.303086509894843,11,0.967852078741738,0.359304649382512
